|dates|Orleans_Vermont_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Orleans_Vermont_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Orleans_Vermont_UnitedStates.Male_Total_Population.data|Orleans_Vermont_UnitedStates.Male_Total_Population.missing|Orleans_Vermont_UnitedStates.Female_Total_Population.data|Orleans_Vermont_UnitedStates.Female_Total_Population.missing|Orleans_Vermont_UnitedStates.MaleAndFemale_Under18_Population.data|Orleans_Vermont_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6113.0|0|13501.0|0|13406.0|0|5206.0|0
