|dates|Shelby_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Shelby_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Shelby_Indiana_UnitedStates.Male_Total_Population.data|Shelby_Indiana_UnitedStates.Male_Total_Population.missing|Shelby_Indiana_UnitedStates.Female_Total_Population.data|Shelby_Indiana_UnitedStates.Female_Total_Population.missing|Shelby_Indiana_UnitedStates.MaleAndFemale_Under18_Population.data|Shelby_Indiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|7644.0|0|22146.0|0|22447.0|0|10170.0|0
