|dates|Lawrence_Indiana_UnitedStates.BLS_EmployedPopulation.data|Lawrence_Indiana_UnitedStates.BLS_EmployedPopulation.missing|Lawrence_Indiana_UnitedStates.BLS_UnemployedPopulation.data|Lawrence_Indiana_UnitedStates.BLS_UnemployedPopulation.missing|Lawrence_Indiana_UnitedStates.BLS_UnemploymentRate.data|Lawrence_Indiana_UnitedStates.BLS_UnemploymentRate.missing|Lawrence_Indiana_UnitedStates.BLS_LaborForcePopulation.data|Lawrence_Indiana_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|20344.5|0|882.5|0|4.15744099495925|0|21227.0|0
0|2020-01-02|20344.5|0|882.5|0|4.15744099495925|0|21227.0|0
0|2020-01-03|20344.5|0|882.5|0|4.15744099495925|0|21227.0|0
0|2020-01-04|20344.5|0|882.5|0|4.15744099495925|0|21227.0|0
0|2020-01-05|20344.5|0|882.5|0|4.15744099495925|0|21227.0|0
0|2020-01-06|20344.5|0|882.5|0|4.15744099495925|0|21227.0|0
0|2020-01-07|20344.5|0|882.5|0|4.15744099495925|0|21227.0|0
0|2020-01-08|20344.5|0|882.5|0|4.15744099495925|0|21227.0|0
0|2020-01-09|20344.5|0|882.5|0|4.15744099495925|0|21227.0|0
0|2020-01-10|20344.5|0|882.5|0|4.15744099495925|0|21227.0|0
0|2020-01-11|20344.5|0|882.5|0|4.15744099495925|0|21227.0|0
0|2020-01-12|20344.5|0|882.5|0|4.15744099495925|0|21227.0|0
0|2020-01-13|20344.5|0|882.5|0|4.15744099495925|0|21227.0|0
0|2020-01-14|20344.5|0|882.5|0|4.15744099495925|0|21227.0|0
0|2020-01-15|20344.5|0|882.5|0|4.15744099495925|0|21227.0|0
0|2020-01-16|20344.5|0|882.5|0|4.15744099495925|0|21227.0|0
0|2020-01-17|20344.5|0|882.5|0|4.15744099495925|0|21227.0|0
0|2020-01-18|20344.5|0|882.5|0|4.15744099495925|0|21227.0|0
0|2020-01-19|20344.5|0|882.5|0|4.15744099495925|0|21227.0|0
0|2020-01-20|20344.5|0|882.5|0|4.15744099495925|0|21227.0|0
0|2020-01-21|20344.5|0|882.5|0|4.15744099495925|0|21227.0|0
0|2020-01-22|20344.5|0|882.5|0|4.15744099495925|0|21227.0|0
0|2020-01-23|20344.5|0|882.5|0|4.15744099495925|0|21227.0|0
0|2020-01-24|20344.5|0|882.5|0|4.15744099495925|0|21227.0|0
0|2020-01-25|20344.5|0|882.5|0|4.15744099495925|0|21227.0|0
0|2020-01-26|20344.5|0|882.5|0|4.15744099495925|0|21227.0|0
0|2020-01-27|20344.5|0|882.5|0|4.15744099495925|0|21227.0|0
0|2020-01-28|20344.5|0|882.5|0|4.15744099495925|0|21227.0|0
0|2020-01-29|20344.5|0|882.5|0|4.15744099495925|0|21227.0|0
0|2020-01-30|20344.5|0|882.5|0|4.15744099495925|0|21227.0|0
0|2020-01-31|20344.5|0|882.5|0|4.15744099495925|0|21227.0|0
0|2020-02-01|20500.5|0|789.0|0|3.706052279292609|0|21289.5|0
0|2020-02-02|20500.5|0|789.0|0|3.706052279292609|0|21289.5|0
0|2020-02-03|20500.5|0|789.0|0|3.706052279292609|0|21289.5|0
0|2020-02-04|20500.5|0|789.0|0|3.706052279292609|0|21289.5|0
0|2020-02-05|20500.5|0|789.0|0|3.706052279292609|0|21289.5|0
0|2020-02-06|20500.5|0|789.0|0|3.706052279292609|0|21289.5|0
0|2020-02-07|20500.5|0|789.0|0|3.706052279292609|0|21289.5|0
0|2020-02-08|20500.5|0|789.0|0|3.706052279292609|0|21289.5|0
0|2020-02-09|20500.5|0|789.0|0|3.706052279292609|0|21289.5|0
0|2020-02-10|20500.5|0|789.0|0|3.706052279292609|0|21289.5|0
0|2020-02-11|20500.5|0|789.0|0|3.706052279292609|0|21289.5|0
0|2020-02-12|20500.5|0|789.0|0|3.706052279292609|0|21289.5|0
0|2020-02-13|20500.5|0|789.0|0|3.706052279292609|0|21289.5|0
0|2020-02-14|20500.5|0|789.0|0|3.706052279292609|0|21289.5|0
0|2020-02-15|20500.5|0|789.0|0|3.706052279292609|0|21289.5|0
0|2020-02-16|20500.5|0|789.0|0|3.706052279292609|0|21289.5|0
0|2020-02-17|20500.5|0|789.0|0|3.706052279292609|0|21289.5|0
0|2020-02-18|20500.5|0|789.0|0|3.706052279292609|0|21289.5|0
0|2020-02-19|20500.5|0|789.0|0|3.706052279292609|0|21289.5|0
0|2020-02-20|20500.5|0|789.0|0|3.706052279292609|0|21289.5|0
0|2020-02-21|20500.5|0|789.0|0|3.706052279292609|0|21289.5|0
0|2020-02-22|20500.5|0|789.0|0|3.706052279292609|0|21289.5|0
0|2020-02-23|20500.5|0|789.0|0|3.706052279292609|0|21289.5|0
0|2020-02-24|20500.5|0|789.0|0|3.706052279292609|0|21289.5|0
0|2020-02-25|20500.5|0|789.0|0|3.706052279292609|0|21289.5|0
0|2020-02-26|20500.5|0|789.0|0|3.706052279292609|0|21289.5|0
0|2020-02-27|20500.5|0|789.0|0|3.706052279292609|0|21289.5|0
0|2020-02-28|20500.5|0|789.0|0|3.706052279292609|0|21289.5|0
0|2020-02-29|20500.5|0|789.0|0|3.706052279292609|0|21289.5|0
0|2020-03-01|20012.5|0|768.5|0|3.698089601077908|0|20781.0|0
0|2020-03-02|20012.5|0|768.5|0|3.698089601077908|0|20781.0|0
0|2020-03-03|20012.5|0|768.5|0|3.698089601077908|0|20781.0|0
0|2020-03-04|20012.5|0|768.5|0|3.698089601077908|0|20781.0|0
0|2020-03-05|20012.5|0|768.5|0|3.698089601077908|0|20781.0|0
0|2020-03-06|20012.5|0|768.5|0|3.698089601077908|0|20781.0|0
0|2020-03-07|20012.5|0|768.5|0|3.698089601077908|0|20781.0|0
0|2020-03-08|20012.5|0|768.5|0|3.698089601077908|0|20781.0|0
0|2020-03-09|20012.5|0|768.5|0|3.698089601077908|0|20781.0|0
0|2020-03-10|20012.5|0|768.5|0|3.698089601077908|0|20781.0|0
0|2020-03-11|20012.5|0|768.5|0|3.698089601077908|0|20781.0|0
0|2020-03-12|20012.5|0|768.5|0|3.698089601077908|0|20781.0|0
0|2020-03-13|20012.5|0|768.5|0|3.698089601077908|0|20781.0|0
0|2020-03-14|20012.5|0|768.5|0|3.698089601077908|0|20781.0|0
0|2020-03-15|20012.5|0|768.5|0|3.698089601077908|0|20781.0|0
0|2020-03-16|20012.5|0|768.5|0|3.698089601077908|0|20781.0|0
0|2020-03-17|20012.5|0|768.5|0|3.698089601077908|0|20781.0|0
0|2020-03-18|20012.5|0|768.5|0|3.698089601077908|0|20781.0|0
0|2020-03-19|20012.5|0|768.5|0|3.698089601077908|0|20781.0|0
0|2020-03-20|20012.5|0|768.5|0|3.698089601077908|0|20781.0|0
0|2020-03-21|20012.5|0|768.5|0|3.698089601077908|0|20781.0|0
0|2020-03-22|20012.5|0|768.5|0|3.698089601077908|0|20781.0|0
0|2020-03-23|20012.5|0|768.5|0|3.698089601077908|0|20781.0|0
