|dates|Archuleta_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Archuleta_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Archuleta_Colorado_UnitedStates.Male_Total_Population.data|Archuleta_Colorado_UnitedStates.Male_Total_Population.missing|Archuleta_Colorado_UnitedStates.Female_Total_Population.data|Archuleta_Colorado_UnitedStates.Female_Total_Population.missing|Archuleta_Colorado_UnitedStates.MaleAndFemale_Under18_Population.data|Archuleta_Colorado_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3585.0|0|6898.0|0|6867.0|0|2485.0|0
