|dates|Lake_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Lake_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Lake_Ohio_UnitedStates.Male_Total_Population.data|Lake_Ohio_UnitedStates.Male_Total_Population.missing|Lake_Ohio_UnitedStates.Female_Total_Population.data|Lake_Ohio_UnitedStates.Female_Total_Population.missing|Lake_Ohio_UnitedStates.MaleAndFemale_Under18_Population.data|Lake_Ohio_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|46066.0|0|112549.0|0|117965.0|0|46209.0|0
