|dates|Pipestone_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Pipestone_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Pipestone_Minnesota_UnitedStates.Male_Total_Population.data|Pipestone_Minnesota_UnitedStates.Male_Total_Population.missing|Pipestone_Minnesota_UnitedStates.Female_Total_Population.data|Pipestone_Minnesota_UnitedStates.Female_Total_Population.missing|Pipestone_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.data|Pipestone_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1896.0|0|4406.0|0|4641.0|0|2336.0|0
