|dates|Sussex_NewJersey_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Sussex_NewJersey_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Sussex_NewJersey_UnitedStates.Male_Total_Population.data|Sussex_NewJersey_UnitedStates.Male_Total_Population.missing|Sussex_NewJersey_UnitedStates.Female_Total_Population.data|Sussex_NewJersey_UnitedStates.Female_Total_Population.missing|Sussex_NewJersey_UnitedStates.MaleAndFemale_Under18_Population.data|Sussex_NewJersey_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|24362.0|0|69985.0|0|70814.0|0|27874.0|0
