|dates|Stanton_Nebraska_UnitedStates.BLS_EmployedPopulation.data|Stanton_Nebraska_UnitedStates.BLS_EmployedPopulation.missing|Stanton_Nebraska_UnitedStates.BLS_UnemployedPopulation.data|Stanton_Nebraska_UnitedStates.BLS_UnemployedPopulation.missing|Stanton_Nebraska_UnitedStates.BLS_UnemploymentRate.data|Stanton_Nebraska_UnitedStates.BLS_UnemploymentRate.missing|Stanton_Nebraska_UnitedStates.BLS_LaborForcePopulation.data|Stanton_Nebraska_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|3407.5|0|104.5|0|2.975512528473804|0|3512.0|0
0|2020-01-02|3407.5|0|104.5|0|2.975512528473804|0|3512.0|0
0|2020-01-03|3407.5|0|104.5|0|2.975512528473804|0|3512.0|0
0|2020-01-04|3407.5|0|104.5|0|2.975512528473804|0|3512.0|0
0|2020-01-05|3407.5|0|104.5|0|2.975512528473804|0|3512.0|0
0|2020-01-06|3407.5|0|104.5|0|2.975512528473804|0|3512.0|0
0|2020-01-07|3407.5|0|104.5|0|2.975512528473804|0|3512.0|0
0|2020-01-08|3407.5|0|104.5|0|2.975512528473804|0|3512.0|0
0|2020-01-09|3407.5|0|104.5|0|2.975512528473804|0|3512.0|0
0|2020-01-10|3407.5|0|104.5|0|2.975512528473804|0|3512.0|0
0|2020-01-11|3407.5|0|104.5|0|2.975512528473804|0|3512.0|0
0|2020-01-12|3407.5|0|104.5|0|2.975512528473804|0|3512.0|0
0|2020-01-13|3407.5|0|104.5|0|2.975512528473804|0|3512.0|0
0|2020-01-14|3407.5|0|104.5|0|2.975512528473804|0|3512.0|0
0|2020-01-15|3407.5|0|104.5|0|2.975512528473804|0|3512.0|0
0|2020-01-16|3407.5|0|104.5|0|2.975512528473804|0|3512.0|0
0|2020-01-17|3407.5|0|104.5|0|2.975512528473804|0|3512.0|0
0|2020-01-18|3407.5|0|104.5|0|2.975512528473804|0|3512.0|0
0|2020-01-19|3407.5|0|104.5|0|2.975512528473804|0|3512.0|0
0|2020-01-20|3407.5|0|104.5|0|2.975512528473804|0|3512.0|0
0|2020-01-21|3407.5|0|104.5|0|2.975512528473804|0|3512.0|0
0|2020-01-22|3407.5|0|104.5|0|2.975512528473804|0|3512.0|0
0|2020-01-23|3407.5|0|104.5|0|2.975512528473804|0|3512.0|0
0|2020-01-24|3407.5|0|104.5|0|2.975512528473804|0|3512.0|0
0|2020-01-25|3407.5|0|104.5|0|2.975512528473804|0|3512.0|0
0|2020-01-26|3407.5|0|104.5|0|2.975512528473804|0|3512.0|0
0|2020-01-27|3407.5|0|104.5|0|2.975512528473804|0|3512.0|0
0|2020-01-28|3407.5|0|104.5|0|2.975512528473804|0|3512.0|0
0|2020-01-29|3407.5|0|104.5|0|2.975512528473804|0|3512.0|0
0|2020-01-30|3407.5|0|104.5|0|2.975512528473804|0|3512.0|0
0|2020-01-31|3407.5|0|104.5|0|2.975512528473804|0|3512.0|0
0|2020-02-01|3430.0|0|97.5|0|2.7639971651311126|0|3527.5|0
0|2020-02-02|3430.0|0|97.5|0|2.7639971651311126|0|3527.5|0
0|2020-02-03|3430.0|0|97.5|0|2.7639971651311126|0|3527.5|0
0|2020-02-04|3430.0|0|97.5|0|2.7639971651311126|0|3527.5|0
0|2020-02-05|3430.0|0|97.5|0|2.7639971651311126|0|3527.5|0
0|2020-02-06|3430.0|0|97.5|0|2.7639971651311126|0|3527.5|0
0|2020-02-07|3430.0|0|97.5|0|2.7639971651311126|0|3527.5|0
0|2020-02-08|3430.0|0|97.5|0|2.7639971651311126|0|3527.5|0
0|2020-02-09|3430.0|0|97.5|0|2.7639971651311126|0|3527.5|0
0|2020-02-10|3430.0|0|97.5|0|2.7639971651311126|0|3527.5|0
0|2020-02-11|3430.0|0|97.5|0|2.7639971651311126|0|3527.5|0
0|2020-02-12|3430.0|0|97.5|0|2.7639971651311126|0|3527.5|0
0|2020-02-13|3430.0|0|97.5|0|2.7639971651311126|0|3527.5|0
0|2020-02-14|3430.0|0|97.5|0|2.7639971651311126|0|3527.5|0
0|2020-02-15|3430.0|0|97.5|0|2.7639971651311126|0|3527.5|0
0|2020-02-16|3430.0|0|97.5|0|2.7639971651311126|0|3527.5|0
0|2020-02-17|3430.0|0|97.5|0|2.7639971651311126|0|3527.5|0
0|2020-02-18|3430.0|0|97.5|0|2.7639971651311126|0|3527.5|0
0|2020-02-19|3430.0|0|97.5|0|2.7639971651311126|0|3527.5|0
0|2020-02-20|3430.0|0|97.5|0|2.7639971651311126|0|3527.5|0
0|2020-02-21|3430.0|0|97.5|0|2.7639971651311126|0|3527.5|0
0|2020-02-22|3430.0|0|97.5|0|2.7639971651311126|0|3527.5|0
0|2020-02-23|3430.0|0|97.5|0|2.7639971651311126|0|3527.5|0
0|2020-02-24|3430.0|0|97.5|0|2.7639971651311126|0|3527.5|0
0|2020-02-25|3430.0|0|97.5|0|2.7639971651311126|0|3527.5|0
0|2020-02-26|3430.0|0|97.5|0|2.7639971651311126|0|3527.5|0
0|2020-02-27|3430.0|0|97.5|0|2.7639971651311126|0|3527.5|0
0|2020-02-28|3430.0|0|97.5|0|2.7639971651311126|0|3527.5|0
0|2020-02-29|3430.0|0|97.5|0|2.7639971651311126|0|3527.5|0
0|2020-03-01|3443.0|0|130.5|0|3.651881908493074|0|3573.5|0
0|2020-03-02|3443.0|0|130.5|0|3.651881908493074|0|3573.5|0
0|2020-03-03|3443.0|0|130.5|0|3.651881908493074|0|3573.5|0
0|2020-03-04|3443.0|0|130.5|0|3.651881908493074|0|3573.5|0
0|2020-03-05|3443.0|0|130.5|0|3.651881908493074|0|3573.5|0
0|2020-03-06|3443.0|0|130.5|0|3.651881908493074|0|3573.5|0
0|2020-03-07|3443.0|0|130.5|0|3.651881908493074|0|3573.5|0
0|2020-03-08|3443.0|0|130.5|0|3.651881908493074|0|3573.5|0
0|2020-03-09|3443.0|0|130.5|0|3.651881908493074|0|3573.5|0
0|2020-03-10|3443.0|0|130.5|0|3.651881908493074|0|3573.5|0
0|2020-03-11|3443.0|0|130.5|0|3.651881908493074|0|3573.5|0
0|2020-03-12|3443.0|0|130.5|0|3.651881908493074|0|3573.5|0
0|2020-03-13|3443.0|0|130.5|0|3.651881908493074|0|3573.5|0
0|2020-03-14|3443.0|0|130.5|0|3.651881908493074|0|3573.5|0
0|2020-03-15|3443.0|0|130.5|0|3.651881908493074|0|3573.5|0
0|2020-03-16|3443.0|0|130.5|0|3.651881908493074|0|3573.5|0
0|2020-03-17|3443.0|0|130.5|0|3.651881908493074|0|3573.5|0
0|2020-03-18|3443.0|0|130.5|0|3.651881908493074|0|3573.5|0
0|2020-03-19|3443.0|0|130.5|0|3.651881908493074|0|3573.5|0
0|2020-03-20|3443.0|0|130.5|0|3.651881908493074|0|3573.5|0
0|2020-03-21|3443.0|0|130.5|0|3.651881908493074|0|3573.5|0
0|2020-03-22|3443.0|0|130.5|0|3.651881908493074|0|3573.5|0
0|2020-03-23|3443.0|0|130.5|0|3.651881908493074|0|3573.5|0
0|2020-03-24|3443.0|0|130.5|0|3.651881908493074|0|3573.5|0
0|2020-03-25|3443.0|0|130.5|0|3.651881908493074|0|3573.5|0
0|2020-03-26|3443.0|0|130.5|0|3.651881908493074|0|3573.5|0
0|2020-03-27|3443.0|0|130.5|0|3.651881908493074|0|3573.5|0
0|2020-03-28|3443.0|0|130.5|0|3.651881908493074|0|3573.5|0
0|2020-03-29|3443.0|0|130.5|0|3.651881908493074|0|3573.5|0
0|2020-03-30|3443.0|0|130.5|0|3.651881908493074|0|3573.5|0
0|2020-03-31|3443.0|0|130.5|0|3.651881908493074|0|3573.5|0
0|2020-04-01|3436.5|0|182.0|0|5.029708442724886|0|3618.5|0
0|2020-04-02|3436.5|0|182.0|0|5.029708442724886|0|3618.5|0
0|2020-04-03|3436.5|0|182.0|0|5.029708442724886|0|3618.5|0
0|2020-04-04|3436.5|0|182.0|0|5.029708442724886|0|3618.5|0
0|2020-04-05|3436.5|0|182.0|0|5.029708442724886|0|3618.5|0
0|2020-04-06|3436.5|0|182.0|0|5.029708442724886|0|3618.5|0
0|2020-04-07|3436.5|0|182.0|0|5.029708442724886|0|3618.5|0
0|2020-04-08|3436.5|0|182.0|0|5.029708442724886|0|3618.5|0
0|2020-04-09|3436.5|0|182.0|0|5.029708442724886|0|3618.5|0
0|2020-04-10|3436.5|0|182.0|0|5.029708442724886|0|3618.5|0
0|2020-04-11|3436.5|0|182.0|0|5.029708442724886|0|3618.5|0
0|2020-04-12|3436.5|0|182.0|0|5.029708442724886|0|3618.5|0
0|2020-04-13|3436.5|0|182.0|0|5.029708442724886|0|3618.5|0
0|2020-04-14|3436.5|0|182.0|0|5.029708442724886|0|3618.5|0
0|2020-04-15|3436.5|0|182.0|0|5.029708442724886|0|3618.5|0
0|2020-04-16|3436.5|0|182.0|0|5.029708442724886|0|3618.5|0
0|2020-04-17|3436.5|0|182.0|0|5.029708442724886|0|3618.5|0
0|2020-04-18|3436.5|0|182.0|0|5.029708442724886|0|3618.5|0
0|2020-04-19|3436.5|0|182.0|0|5.029708442724886|0|3618.5|0
0|2020-04-20|3436.5|0|182.0|0|5.029708442724886|0|3618.5|0
0|2020-04-21|3436.5|0|182.0|0|5.029708442724886|0|3618.5|0
0|2020-04-22|3436.5|0|182.0|0|5.029708442724886|0|3618.5|0
0|2020-04-23|3436.5|0|182.0|0|5.029708442724886|0|3618.5|0
0|2020-04-24|3436.5|0|182.0|0|5.029708442724886|0|3618.5|0
0|2020-04-25|3436.5|0|182.0|0|5.029708442724886|0|3618.5|0
0|2020-04-26|3436.5|0|182.0|0|5.029708442724886|0|3618.5|0
