|dates|White_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|White_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|White_Georgia_UnitedStates.Male_Total_Population.data|White_Georgia_UnitedStates.Male_Total_Population.missing|White_Georgia_UnitedStates.Female_Total_Population.data|White_Georgia_UnitedStates.Female_Total_Population.missing|White_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|White_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6890.0|0|14619.0|0|15351.0|0|5931.0|0
