|dates|Madison_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Madison_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Madison_Virginia_UnitedStates.Male_Total_Population.data|Madison_Virginia_UnitedStates.Male_Total_Population.missing|Madison_Virginia_UnitedStates.Female_Total_Population.data|Madison_Virginia_UnitedStates.Female_Total_Population.missing|Madison_Virginia_UnitedStates.MaleAndFemale_Under18_Population.data|Madison_Virginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2959.0|0|6416.0|0|6879.0|0|2706.0|0
