|dates|Wheeler_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Wheeler_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Wheeler_Texas_UnitedStates.Male_Total_Population.data|Wheeler_Texas_UnitedStates.Male_Total_Population.missing|Wheeler_Texas_UnitedStates.Female_Total_Population.data|Wheeler_Texas_UnitedStates.Female_Total_Population.missing|Wheeler_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Wheeler_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1004.0|0|2613.0|0|2578.0|0|1301.0|0
