|dates|Bourbon_Kentucky_UnitedStates.AverageDailyTemperature.data|Bourbon_Kentucky_UnitedStates.AverageDailyTemperature.missing|Bourbon_Kentucky_UnitedStates.AverageDewPoint.data|Bourbon_Kentucky_UnitedStates.AverageDewPoint.missing|Bourbon_Kentucky_UnitedStates.AverageRelativeHumidity.data|Bourbon_Kentucky_UnitedStates.AverageRelativeHumidity.missing|Bourbon_Kentucky_UnitedStates.AverageSurfaceAirPressure.data|Bourbon_Kentucky_UnitedStates.AverageSurfaceAirPressure.missing
0|2021-10-16|56.541666666666664|0|48.4367816091954|9|74.875|0|28.900000000000023|9
