|dates|Putnam_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Putnam_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Putnam_Illinois_UnitedStates.Male_Total_Population.data|Putnam_Illinois_UnitedStates.Male_Total_Population.missing|Putnam_Illinois_UnitedStates.Female_Total_Population.data|Putnam_Illinois_UnitedStates.Female_Total_Population.missing|Putnam_Illinois_UnitedStates.MaleAndFemale_Under18_Population.data|Putnam_Illinois_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1298.0|0|2923.0|0|2817.0|0|1151.0|0
