|dates|Chesterfield_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Chesterfield_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Chesterfield_Virginia_UnitedStates.Male_Total_Population.data|Chesterfield_Virginia_UnitedStates.Male_Total_Population.missing|Chesterfield_Virginia_UnitedStates.Female_Total_Population.data|Chesterfield_Virginia_UnitedStates.Female_Total_Population.missing|Chesterfield_Virginia_UnitedStates.MaleAndFemale_Under18_Population.data|Chesterfield_Virginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|52028.0|0|168039.0|0|180517.0|0|82795.0|0
