|dates|Moniteau_Missouri_UnitedStates.BLS_EmployedPopulation.data|Moniteau_Missouri_UnitedStates.BLS_EmployedPopulation.missing|Moniteau_Missouri_UnitedStates.BLS_UnemployedPopulation.data|Moniteau_Missouri_UnitedStates.BLS_UnemployedPopulation.missing|Moniteau_Missouri_UnitedStates.BLS_UnemploymentRate.data|Moniteau_Missouri_UnitedStates.BLS_UnemploymentRate.missing|Moniteau_Missouri_UnitedStates.BLS_LaborForcePopulation.data|Moniteau_Missouri_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|7091.5|0|279.5|0|3.7918871252204585|0|7371.0|0
0|2020-01-02|7091.5|0|279.5|0|3.7918871252204585|0|7371.0|0
0|2020-01-03|7091.5|0|279.5|0|3.7918871252204585|0|7371.0|0
0|2020-01-04|7091.5|0|279.5|0|3.7918871252204585|0|7371.0|0
0|2020-01-05|7091.5|0|279.5|0|3.7918871252204585|0|7371.0|0
0|2020-01-06|7091.5|0|279.5|0|3.7918871252204585|0|7371.0|0
0|2020-01-07|7091.5|0|279.5|0|3.7918871252204585|0|7371.0|0
0|2020-01-08|7091.5|0|279.5|0|3.7918871252204585|0|7371.0|0
0|2020-01-09|7091.5|0|279.5|0|3.7918871252204585|0|7371.0|0
0|2020-01-10|7091.5|0|279.5|0|3.7918871252204585|0|7371.0|0
0|2020-01-11|7091.5|0|279.5|0|3.7918871252204585|0|7371.0|0
0|2020-01-12|7091.5|0|279.5|0|3.7918871252204585|0|7371.0|0
0|2020-01-13|7091.5|0|279.5|0|3.7918871252204585|0|7371.0|0
0|2020-01-14|7091.5|0|279.5|0|3.7918871252204585|0|7371.0|0
0|2020-01-15|7091.5|0|279.5|0|3.7918871252204585|0|7371.0|0
0|2020-01-16|7091.5|0|279.5|0|3.7918871252204585|0|7371.0|0
0|2020-01-17|7091.5|0|279.5|0|3.7918871252204585|0|7371.0|0
0|2020-01-18|7091.5|0|279.5|0|3.7918871252204585|0|7371.0|0
0|2020-01-19|7091.5|0|279.5|0|3.7918871252204585|0|7371.0|0
0|2020-01-20|7091.5|0|279.5|0|3.7918871252204585|0|7371.0|0
0|2020-01-21|7091.5|0|279.5|0|3.7918871252204585|0|7371.0|0
0|2020-01-22|7091.5|0|279.5|0|3.7918871252204585|0|7371.0|0
0|2020-01-23|7091.5|0|279.5|0|3.7918871252204585|0|7371.0|0
0|2020-01-24|7091.5|0|279.5|0|3.7918871252204585|0|7371.0|0
0|2020-01-25|7091.5|0|279.5|0|3.7918871252204585|0|7371.0|0
0|2020-01-26|7091.5|0|279.5|0|3.7918871252204585|0|7371.0|0
0|2020-01-27|7091.5|0|279.5|0|3.7918871252204585|0|7371.0|0
0|2020-01-28|7091.5|0|279.5|0|3.7918871252204585|0|7371.0|0
0|2020-01-29|7091.5|0|279.5|0|3.7918871252204585|0|7371.0|0
0|2020-01-30|7091.5|0|279.5|0|3.7918871252204585|0|7371.0|0
0|2020-01-31|7091.5|0|279.5|0|3.7918871252204585|0|7371.0|0
0|2020-02-01|7124.0|0|269.5|0|3.645093663352945|0|7393.5|0
0|2020-02-02|7124.0|0|269.5|0|3.645093663352945|0|7393.5|0
0|2020-02-03|7124.0|0|269.5|0|3.645093663352945|0|7393.5|0
0|2020-02-04|7124.0|0|269.5|0|3.645093663352945|0|7393.5|0
0|2020-02-05|7124.0|0|269.5|0|3.645093663352945|0|7393.5|0
0|2020-02-06|7124.0|0|269.5|0|3.645093663352945|0|7393.5|0
0|2020-02-07|7124.0|0|269.5|0|3.645093663352945|0|7393.5|0
0|2020-02-08|7124.0|0|269.5|0|3.645093663352945|0|7393.5|0
0|2020-02-09|7124.0|0|269.5|0|3.645093663352945|0|7393.5|0
0|2020-02-10|7124.0|0|269.5|0|3.645093663352945|0|7393.5|0
0|2020-02-11|7124.0|0|269.5|0|3.645093663352945|0|7393.5|0
0|2020-02-12|7124.0|0|269.5|0|3.645093663352945|0|7393.5|0
0|2020-02-13|7124.0|0|269.5|0|3.645093663352945|0|7393.5|0
0|2020-02-14|7124.0|0|269.5|0|3.645093663352945|0|7393.5|0
0|2020-02-15|7124.0|0|269.5|0|3.645093663352945|0|7393.5|0
0|2020-02-16|7124.0|0|269.5|0|3.645093663352945|0|7393.5|0
0|2020-02-17|7124.0|0|269.5|0|3.645093663352945|0|7393.5|0
0|2020-02-18|7124.0|0|269.5|0|3.645093663352945|0|7393.5|0
0|2020-02-19|7124.0|0|269.5|0|3.645093663352945|0|7393.5|0
0|2020-02-20|7124.0|0|269.5|0|3.645093663352945|0|7393.5|0
0|2020-02-21|7124.0|0|269.5|0|3.645093663352945|0|7393.5|0
0|2020-02-22|7124.0|0|269.5|0|3.645093663352945|0|7393.5|0
0|2020-02-23|7124.0|0|269.5|0|3.645093663352945|0|7393.5|0
0|2020-02-24|7124.0|0|269.5|0|3.645093663352945|0|7393.5|0
0|2020-02-25|7124.0|0|269.5|0|3.645093663352945|0|7393.5|0
0|2020-02-26|7124.0|0|269.5|0|3.645093663352945|0|7393.5|0
0|2020-02-27|7124.0|0|269.5|0|3.645093663352945|0|7393.5|0
0|2020-02-28|7124.0|0|269.5|0|3.645093663352945|0|7393.5|0
0|2020-02-29|7124.0|0|269.5|0|3.645093663352945|0|7393.5|0
0|2020-03-01|7111.0|0|294.5|0|3.976774019309972|0|7405.5|0
0|2020-03-02|7111.0|0|294.5|0|3.976774019309972|0|7405.5|0
0|2020-03-03|7111.0|0|294.5|0|3.976774019309972|0|7405.5|0
0|2020-03-04|7111.0|0|294.5|0|3.976774019309972|0|7405.5|0
0|2020-03-05|7111.0|0|294.5|0|3.976774019309972|0|7405.5|0
0|2020-03-06|7111.0|0|294.5|0|3.976774019309972|0|7405.5|0
0|2020-03-07|7111.0|0|294.5|0|3.976774019309972|0|7405.5|0
0|2020-03-08|7111.0|0|294.5|0|3.976774019309972|0|7405.5|0
0|2020-03-09|7111.0|0|294.5|0|3.976774019309972|0|7405.5|0
0|2020-03-10|7111.0|0|294.5|0|3.976774019309972|0|7405.5|0
0|2020-03-11|7111.0|0|294.5|0|3.976774019309972|0|7405.5|0
0|2020-03-12|7111.0|0|294.5|0|3.976774019309972|0|7405.5|0
0|2020-03-13|7111.0|0|294.5|0|3.976774019309972|0|7405.5|0
0|2020-03-14|7111.0|0|294.5|0|3.976774019309972|0|7405.5|0
0|2020-03-15|7111.0|0|294.5|0|3.976774019309972|0|7405.5|0
0|2020-03-16|7111.0|0|294.5|0|3.976774019309972|0|7405.5|0
0|2020-03-17|7111.0|0|294.5|0|3.976774019309972|0|7405.5|0
0|2020-03-18|7111.0|0|294.5|0|3.976774019309972|0|7405.5|0
0|2020-03-19|7111.0|0|294.5|0|3.976774019309972|0|7405.5|0
0|2020-03-20|7111.0|0|294.5|0|3.976774019309972|0|7405.5|0
0|2020-03-21|7111.0|0|294.5|0|3.976774019309972|0|7405.5|0
0|2020-03-22|7111.0|0|294.5|0|3.976774019309972|0|7405.5|0
0|2020-03-23|7111.0|0|294.5|0|3.976774019309972|0|7405.5|0
0|2020-03-24|7111.0|0|294.5|0|3.976774019309972|0|7405.5|0
0|2020-03-25|7111.0|0|294.5|0|3.976774019309972|0|7405.5|0
0|2020-03-26|7111.0|0|294.5|0|3.976774019309972|0|7405.5|0
0|2020-03-27|7111.0|0|294.5|0|3.976774019309972|0|7405.5|0
