|dates|Gwinnett_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Gwinnett_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Gwinnett_Georgia_UnitedStates.Male_Total_Population.data|Gwinnett_Georgia_UnitedStates.Male_Total_Population.missing|Gwinnett_Georgia_UnitedStates.Female_Total_Population.data|Gwinnett_Georgia_UnitedStates.Female_Total_Population.missing|Gwinnett_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|Gwinnett_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|93264.0|0|452986.0|0|474795.0|0|249129.0|0
