|dates|Delaware_Oklahoma_UnitedStates.BLS_EmployedPopulation.data|Delaware_Oklahoma_UnitedStates.BLS_EmployedPopulation.missing|Delaware_Oklahoma_UnitedStates.BLS_UnemployedPopulation.data|Delaware_Oklahoma_UnitedStates.BLS_UnemployedPopulation.missing|Delaware_Oklahoma_UnitedStates.BLS_UnemploymentRate.data|Delaware_Oklahoma_UnitedStates.BLS_UnemploymentRate.missing|Delaware_Oklahoma_UnitedStates.BLS_LaborForcePopulation.data|Delaware_Oklahoma_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|17383.5|0|674.0|0|3.732521113110896|0|18057.5|0
0|2020-01-02|17383.5|0|674.0|0|3.732521113110896|0|18057.5|0
0|2020-01-03|17383.5|0|674.0|0|3.732521113110896|0|18057.5|0
0|2020-01-04|17383.5|0|674.0|0|3.732521113110896|0|18057.5|0
0|2020-01-05|17383.5|0|674.0|0|3.732521113110896|0|18057.5|0
0|2020-01-06|17383.5|0|674.0|0|3.732521113110896|0|18057.5|0
0|2020-01-07|17383.5|0|674.0|0|3.732521113110896|0|18057.5|0
0|2020-01-08|17383.5|0|674.0|0|3.732521113110896|0|18057.5|0
0|2020-01-09|17383.5|0|674.0|0|3.732521113110896|0|18057.5|0
0|2020-01-10|17383.5|0|674.0|0|3.732521113110896|0|18057.5|0
0|2020-01-11|17383.5|0|674.0|0|3.732521113110896|0|18057.5|0
0|2020-01-12|17383.5|0|674.0|0|3.732521113110896|0|18057.5|0
0|2020-01-13|17383.5|0|674.0|0|3.732521113110896|0|18057.5|0
0|2020-01-14|17383.5|0|674.0|0|3.732521113110896|0|18057.5|0
0|2020-01-15|17383.5|0|674.0|0|3.732521113110896|0|18057.5|0
0|2020-01-16|17383.5|0|674.0|0|3.732521113110896|0|18057.5|0
0|2020-01-17|17383.5|0|674.0|0|3.732521113110896|0|18057.5|0
0|2020-01-18|17383.5|0|674.0|0|3.732521113110896|0|18057.5|0
0|2020-01-19|17383.5|0|674.0|0|3.732521113110896|0|18057.5|0
0|2020-01-20|17383.5|0|674.0|0|3.732521113110896|0|18057.5|0
0|2020-01-21|17383.5|0|674.0|0|3.732521113110896|0|18057.5|0
0|2020-01-22|17383.5|0|674.0|0|3.732521113110896|0|18057.5|0
0|2020-01-23|17383.5|0|674.0|0|3.732521113110896|0|18057.5|0
0|2020-01-24|17383.5|0|674.0|0|3.732521113110896|0|18057.5|0
0|2020-01-25|17383.5|0|674.0|0|3.732521113110896|0|18057.5|0
0|2020-01-26|17383.5|0|674.0|0|3.732521113110896|0|18057.5|0
0|2020-01-27|17383.5|0|674.0|0|3.732521113110896|0|18057.5|0
0|2020-01-28|17383.5|0|674.0|0|3.732521113110896|0|18057.5|0
0|2020-01-29|17383.5|0|674.0|0|3.732521113110896|0|18057.5|0
0|2020-01-30|17383.5|0|674.0|0|3.732521113110896|0|18057.5|0
0|2020-01-31|17383.5|0|674.0|0|3.732521113110896|0|18057.5|0
0|2020-02-01|17503.5|0|630.5|0|3.476894231829712|0|18134.0|0
0|2020-02-02|17503.5|0|630.5|0|3.476894231829712|0|18134.0|0
0|2020-02-03|17503.5|0|630.5|0|3.476894231829712|0|18134.0|0
0|2020-02-04|17503.5|0|630.5|0|3.476894231829712|0|18134.0|0
0|2020-02-05|17503.5|0|630.5|0|3.476894231829712|0|18134.0|0
0|2020-02-06|17503.5|0|630.5|0|3.476894231829712|0|18134.0|0
0|2020-02-07|17503.5|0|630.5|0|3.476894231829712|0|18134.0|0
0|2020-02-08|17503.5|0|630.5|0|3.476894231829712|0|18134.0|0
0|2020-02-09|17503.5|0|630.5|0|3.476894231829712|0|18134.0|0
0|2020-02-10|17503.5|0|630.5|0|3.476894231829712|0|18134.0|0
0|2020-02-11|17503.5|0|630.5|0|3.476894231829712|0|18134.0|0
0|2020-02-12|17503.5|0|630.5|0|3.476894231829712|0|18134.0|0
0|2020-02-13|17503.5|0|630.5|0|3.476894231829712|0|18134.0|0
0|2020-02-14|17503.5|0|630.5|0|3.476894231829712|0|18134.0|0
0|2020-02-15|17503.5|0|630.5|0|3.476894231829712|0|18134.0|0
0|2020-02-16|17503.5|0|630.5|0|3.476894231829712|0|18134.0|0
0|2020-02-17|17503.5|0|630.5|0|3.476894231829712|0|18134.0|0
0|2020-02-18|17503.5|0|630.5|0|3.476894231829712|0|18134.0|0
