|dates|Boise_Idaho_UnitedStates.AveragePrecipitationTotal.data|Boise_Idaho_UnitedStates.AveragePrecipitationTotal.missing|Boise_Idaho_UnitedStates.AveragePrecipitation.data|Boise_Idaho_UnitedStates.AveragePrecipitation.missing|Boise_Idaho_UnitedStates.AverageWindDirection.data|Boise_Idaho_UnitedStates.AverageWindDirection.missing|Boise_Idaho_UnitedStates.AverageWindSpeed.data|Boise_Idaho_UnitedStates.AverageWindSpeed.missing
0|2020-01-01|0.010833333333333334|0|0.012916666666666667|0|160.0|0|5.958333333333333|0
0|2020-01-02|0.004166666666666667|0|0.0004166666666666667|0|166.45833333333334|0|4.145833333333333|0
0|2020-01-03|0.0008333333333333334|0|0.0004166666666666667|0|89.58333333333333|0|2.1666666666666665|0
0|2020-01-04|0.0|0|0.0045833333333333325|0|112.08333333333333|0|3.9583333333333335|0
0|2020-01-05|0.004583333333333333|0|0.006250000000000001|0|58.333333333333336|0|1.5833333333333333|0
0|2020-01-06|0.006666666666666667|0|0.0025|0|75.0|0|3.5833333333333335|0
0|2020-01-07|0.0020833333333333333|0|0.0|0|114.16666666666667|0|5.791666666666667|0
0|2020-01-08|0.00125|0|0.007500000000000001|0|109.16666666666667|0|3.4166666666666665|0
0|2020-01-09|0.0062499999999999995|0|0.0033333333333333335|0|110.83333333333333|0|3.25|0
0|2020-01-10|0.0033333333333333335|0|0.004166666666666667|0|86.66666666666667|0|5.833333333333333|0
0|2020-01-11|0.012083333333333333|0|0.02541666666666667|0|108.75|0|5.625|0
0|2020-01-12|0.01875|0|0.015|0|134.16666666666666|0|8.416666666666666|0
0|2020-01-13|0.015833333333333335|0|0.0033333333333333335|0|121.25|0|5.875|0
0|2020-01-14|0.004583333333333333|0|0.005416666666666666|0|123.33333333333333|0|5.833333333333333|0
0|2020-01-15|0.007291666666666668|0|0.008541666666666666|0|113.125|0|7.104166666666667|0
0|2020-01-16|0.029583333333333333|0|0.00375|0|147.91666666666666|0|9.25|0
0|2020-01-17|0.008333333333333333|0|0.008333333333333333|0|139.16666666666666|0|3.2916666666666665|0
0|2020-01-18|0.0025|0|0.0008333333333333334|0|72.08333333333333|0|1.2916666666666667|0
0|2020-01-19|0.0008333333333333334|0|0.0|0|67.08333333333333|0|1.7083333333333333|0
0|2020-01-20|0.0|0|0.0|0|4.583333333333333|0|0.125|0
0|2020-01-21|0.0|0|0.002916666666666667|0|81.66666666666667|0|4.625|0
0|2020-01-22|0.0033333333333333335|0|0.0004166666666666667|0|68.75|0|1.4791666666666667|0
0|2020-01-23|0.0|0|0.0|0|43.333333333333336|0|1.0833333333333333|0
0|2020-01-24|0.0|0|0.004583333333333333|0|44.166666666666664|0|0.8333333333333334|0
0|2020-01-25|0.004583333333333333|0|0.0|0|92.91666666666667|0|2.125|0
0|2020-01-26|0.0|0|0.00875|0|25.416666666666668|0|0.5833333333333334|0
0|2020-01-27|0.008749999999999999|0|0.0008333333333333334|0|108.75|0|3.125|0
0|2020-01-28|0.0008333333333333334|0|0.014583333333333335|0|36.666666666666664|0|1.25|0
0|2020-01-29|0.014583333333333332|0|0.0020833333333333333|0|68.75|0|1.2083333333333333|0
0|2020-01-30|0.004166666666666667|0|0.0020833333333333333|0|69.58333333333333|0|1.0|0
0|2020-01-31|0.0|0|0.0|0|31.666666666666668|0|1.25|0
0|2020-02-01|0.0|0|0.0|0|122.91666666666667|0|5.5|0
0|2020-02-02|0.0|0|0.007916666666666667|0|193.75|0|5.666666666666667|0
0|2020-02-03|0.007916666666666667|0|0.0|0|185.41666666666666|0|4.5|0
0|2020-02-04|0.0|0|0.0|0|53.75|0|1.2916666666666667|0
0|2020-02-05|0.0016666666666666668|0|0.005416666666666666|0|33.333333333333336|0|0.7083333333333334|0
0|2020-02-06|0.00375|0|0.0008333333333333334|0|99.16666666666667|0|3.125|0
0|2020-02-07|0.0008333333333333334|0|0.0|0|110.41666666666667|0|4.916666666666667|0
0|2020-02-08|0.0004166666666666667|0|0.00375|0|131.66666666666666|0|4.791666666666667|0
0|2020-02-09|0.0033333333333333335|0|0.0|0|60.833333333333336|0|1.5416666666666667|0
