|dates|Morris_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Morris_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Morris_Texas_UnitedStates.Male_Total_Population.data|Morris_Texas_UnitedStates.Male_Total_Population.missing|Morris_Texas_UnitedStates.Female_Total_Population.data|Morris_Texas_UnitedStates.Female_Total_Population.missing|Morris_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Morris_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2703.0|0|5934.0|0|6405.0|0|2814.0|0
