|dates|Lewis_Idaho_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Lewis_Idaho_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Lewis_Idaho_UnitedStates.Male_Total_Population.data|Lewis_Idaho_UnitedStates.Male_Total_Population.missing|Lewis_Idaho_UnitedStates.Female_Total_Population.data|Lewis_Idaho_UnitedStates.Female_Total_Population.missing|Lewis_Idaho_UnitedStates.MaleAndFemale_Under18_Population.data|Lewis_Idaho_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1018.0|0|1963.0|0|1898.0|0|874.0|0
