|dates|Butler_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Butler_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Butler_Ohio_UnitedStates.Male_Total_Population.data|Butler_Ohio_UnitedStates.Male_Total_Population.missing|Butler_Ohio_UnitedStates.Female_Total_Population.data|Butler_Ohio_UnitedStates.Female_Total_Population.missing|Butler_Ohio_UnitedStates.MaleAndFemale_Under18_Population.data|Butler_Ohio_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|56176.0|0|187579.0|0|194799.0|0|89730.0|0
