|dates|Pratt_Kansas_UnitedStates.AveragePrecipitationTotal.data|Pratt_Kansas_UnitedStates.AveragePrecipitationTotal.missing|Pratt_Kansas_UnitedStates.AveragePrecipitation.data|Pratt_Kansas_UnitedStates.AveragePrecipitation.missing|Pratt_Kansas_UnitedStates.AverageWindDirection.data|Pratt_Kansas_UnitedStates.AverageWindDirection.missing|Pratt_Kansas_UnitedStates.AverageWindSpeed.data|Pratt_Kansas_UnitedStates.AverageWindSpeed.missing
0|2021-10-16|0.0|13|0.0|13|261.2708333333333|0|7.177083333333333|0
