|dates|Bosque_Texas_UnitedStates.AveragePrecipitationTotal.data|Bosque_Texas_UnitedStates.AveragePrecipitationTotal.missing|Bosque_Texas_UnitedStates.AveragePrecipitation.data|Bosque_Texas_UnitedStates.AveragePrecipitation.missing|Bosque_Texas_UnitedStates.AverageWindDirection.data|Bosque_Texas_UnitedStates.AverageWindDirection.missing|Bosque_Texas_UnitedStates.AverageWindSpeed.data|Bosque_Texas_UnitedStates.AverageWindSpeed.missing
0|2021-10-16|0.0|100|0.0|100|0.0|0|0.0|0
