|dates|Starr_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Starr_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Starr_Texas_UnitedStates.Male_Total_Population.data|Starr_Texas_UnitedStates.Male_Total_Population.missing|Starr_Texas_UnitedStates.Female_Total_Population.data|Starr_Texas_UnitedStates.Female_Total_Population.missing|Starr_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Starr_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|7313.0|0|31430.0|0|33095.0|0|21214.0|0
