|dates|Watauga_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Watauga_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Watauga_NorthCarolina_UnitedStates.Male_Total_Population.data|Watauga_NorthCarolina_UnitedStates.Male_Total_Population.missing|Watauga_NorthCarolina_UnitedStates.Female_Total_Population.data|Watauga_NorthCarolina_UnitedStates.Female_Total_Population.missing|Watauga_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Watauga_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|8853.0|0|27936.0|0|28009.0|0|7177.0|0
