|dates|Aurora_SouthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Aurora_SouthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Aurora_SouthDakota_UnitedStates.Male_Total_Population.data|Aurora_SouthDakota_UnitedStates.Male_Total_Population.missing|Aurora_SouthDakota_UnitedStates.Female_Total_Population.data|Aurora_SouthDakota_UnitedStates.Female_Total_Population.missing|Aurora_SouthDakota_UnitedStates.MaleAndFemale_Under18_Population.data|Aurora_SouthDakota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|577.0|0|1490.0|0|1311.0|0|695.0|0
