|dates|Hood_Texas_UnitedStates.BLS_EmployedPopulation.data|Hood_Texas_UnitedStates.BLS_EmployedPopulation.missing|Hood_Texas_UnitedStates.BLS_UnemployedPopulation.data|Hood_Texas_UnitedStates.BLS_UnemployedPopulation.missing|Hood_Texas_UnitedStates.BLS_UnemploymentRate.data|Hood_Texas_UnitedStates.BLS_UnemploymentRate.missing|Hood_Texas_UnitedStates.BLS_LaborForcePopulation.data|Hood_Texas_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|26966.0|0|1022.0|0|3.65156495640989|0|27988.0|0
0|2020-01-02|26966.0|0|1022.0|0|3.65156495640989|0|27988.0|0
0|2020-01-03|26966.0|0|1022.0|0|3.65156495640989|0|27988.0|0
0|2020-01-04|26966.0|0|1022.0|0|3.65156495640989|0|27988.0|0
0|2020-01-05|26966.0|0|1022.0|0|3.65156495640989|0|27988.0|0
0|2020-01-06|26966.0|0|1022.0|0|3.65156495640989|0|27988.0|0
0|2020-01-07|26966.0|0|1022.0|0|3.65156495640989|0|27988.0|0
0|2020-01-08|26966.0|0|1022.0|0|3.65156495640989|0|27988.0|0
0|2020-01-09|26966.0|0|1022.0|0|3.65156495640989|0|27988.0|0
0|2020-01-10|26966.0|0|1022.0|0|3.65156495640989|0|27988.0|0
0|2020-01-11|26966.0|0|1022.0|0|3.65156495640989|0|27988.0|0
0|2020-01-12|26966.0|0|1022.0|0|3.65156495640989|0|27988.0|0
0|2020-01-13|26966.0|0|1022.0|0|3.65156495640989|0|27988.0|0
0|2020-01-14|26966.0|0|1022.0|0|3.65156495640989|0|27988.0|0
0|2020-01-15|26966.0|0|1022.0|0|3.65156495640989|0|27988.0|0
0|2020-01-16|26966.0|0|1022.0|0|3.65156495640989|0|27988.0|0
0|2020-01-17|26966.0|0|1022.0|0|3.65156495640989|0|27988.0|0
0|2020-01-18|26966.0|0|1022.0|0|3.65156495640989|0|27988.0|0
0|2020-01-19|26966.0|0|1022.0|0|3.65156495640989|0|27988.0|0
0|2020-01-20|26966.0|0|1022.0|0|3.65156495640989|0|27988.0|0
0|2020-01-21|26966.0|0|1022.0|0|3.65156495640989|0|27988.0|0
0|2020-01-22|26966.0|0|1022.0|0|3.65156495640989|0|27988.0|0
0|2020-01-23|26966.0|0|1022.0|0|3.65156495640989|0|27988.0|0
0|2020-01-24|26966.0|0|1022.0|0|3.65156495640989|0|27988.0|0
0|2020-01-25|26966.0|0|1022.0|0|3.65156495640989|0|27988.0|0
0|2020-01-26|26966.0|0|1022.0|0|3.65156495640989|0|27988.0|0
0|2020-01-27|26966.0|0|1022.0|0|3.65156495640989|0|27988.0|0
0|2020-01-28|26966.0|0|1022.0|0|3.65156495640989|0|27988.0|0
0|2020-01-29|26966.0|0|1022.0|0|3.65156495640989|0|27988.0|0
0|2020-01-30|26966.0|0|1022.0|0|3.65156495640989|0|27988.0|0
0|2020-01-31|26966.0|0|1022.0|0|3.65156495640989|0|27988.0|0
0|2020-02-01|27193.0|0|992.5|0|3.5213141508931898|0|28185.5|0
0|2020-02-02|27193.0|0|992.5|0|3.5213141508931898|0|28185.5|0
0|2020-02-03|27193.0|0|992.5|0|3.5213141508931898|0|28185.5|0
0|2020-02-04|27193.0|0|992.5|0|3.5213141508931898|0|28185.5|0
0|2020-02-05|27193.0|0|992.5|0|3.5213141508931898|0|28185.5|0
0|2020-02-06|27193.0|0|992.5|0|3.5213141508931898|0|28185.5|0
0|2020-02-07|27193.0|0|992.5|0|3.5213141508931898|0|28185.5|0
0|2020-02-08|27193.0|0|992.5|0|3.5213141508931898|0|28185.5|0
0|2020-02-09|27193.0|0|992.5|0|3.5213141508931898|0|28185.5|0
0|2020-02-10|27193.0|0|992.5|0|3.5213141508931898|0|28185.5|0
0|2020-02-11|27193.0|0|992.5|0|3.5213141508931898|0|28185.5|0
0|2020-02-12|27193.0|0|992.5|0|3.5213141508931898|0|28185.5|0
0|2020-02-13|27193.0|0|992.5|0|3.5213141508931898|0|28185.5|0
0|2020-02-14|27193.0|0|992.5|0|3.5213141508931898|0|28185.5|0
0|2020-02-15|27193.0|0|992.5|0|3.5213141508931898|0|28185.5|0
0|2020-02-16|27193.0|0|992.5|0|3.5213141508931898|0|28185.5|0
0|2020-02-17|27193.0|0|992.5|0|3.5213141508931898|0|28185.5|0
0|2020-02-18|27193.0|0|992.5|0|3.5213141508931898|0|28185.5|0
0|2020-02-19|27193.0|0|992.5|0|3.5213141508931898|0|28185.5|0
0|2020-02-20|27193.0|0|992.5|0|3.5213141508931898|0|28185.5|0
0|2020-02-21|27193.0|0|992.5|0|3.5213141508931898|0|28185.5|0
0|2020-02-22|27193.0|0|992.5|0|3.5213141508931898|0|28185.5|0
0|2020-02-23|27193.0|0|992.5|0|3.5213141508931898|0|28185.5|0
0|2020-02-24|27193.0|0|992.5|0|3.5213141508931898|0|28185.5|0
0|2020-02-25|27193.0|0|992.5|0|3.5213141508931898|0|28185.5|0
0|2020-02-26|27193.0|0|992.5|0|3.5213141508931898|0|28185.5|0
0|2020-02-27|27193.0|0|992.5|0|3.5213141508931898|0|28185.5|0
0|2020-02-28|27193.0|0|992.5|0|3.5213141508931898|0|28185.5|0
0|2020-02-29|27193.0|0|992.5|0|3.5213141508931898|0|28185.5|0
0|2020-03-01|26172.5|0|1365.5|0|4.958602658145108|0|27538.0|0
0|2020-03-02|26172.5|0|1365.5|0|4.958602658145108|0|27538.0|0
0|2020-03-03|26172.5|0|1365.5|0|4.958602658145108|0|27538.0|0
0|2020-03-04|26172.5|0|1365.5|0|4.958602658145108|0|27538.0|0
0|2020-03-05|26172.5|0|1365.5|0|4.958602658145108|0|27538.0|0
0|2020-03-06|26172.5|0|1365.5|0|4.958602658145108|0|27538.0|0
0|2020-03-07|26172.5|0|1365.5|0|4.958602658145108|0|27538.0|0
0|2020-03-08|26172.5|0|1365.5|0|4.958602658145108|0|27538.0|0
0|2020-03-09|26172.5|0|1365.5|0|4.958602658145108|0|27538.0|0
0|2020-03-10|26172.5|0|1365.5|0|4.958602658145108|0|27538.0|0
0|2020-03-11|26172.5|0|1365.5|0|4.958602658145108|0|27538.0|0
0|2020-03-12|26172.5|0|1365.5|0|4.958602658145108|0|27538.0|0
0|2020-03-13|26172.5|0|1365.5|0|4.958602658145108|0|27538.0|0
0|2020-03-14|26172.5|0|1365.5|0|4.958602658145108|0|27538.0|0
0|2020-03-15|26172.5|0|1365.5|0|4.958602658145108|0|27538.0|0
0|2020-03-16|26172.5|0|1365.5|0|4.958602658145108|0|27538.0|0
0|2020-03-17|26172.5|0|1365.5|0|4.958602658145108|0|27538.0|0
0|2020-03-18|26172.5|0|1365.5|0|4.958602658145108|0|27538.0|0
0|2020-03-19|26172.5|0|1365.5|0|4.958602658145108|0|27538.0|0
0|2020-03-20|26172.5|0|1365.5|0|4.958602658145108|0|27538.0|0
0|2020-03-21|26172.5|0|1365.5|0|4.958602658145108|0|27538.0|0
0|2020-03-22|26172.5|0|1365.5|0|4.958602658145108|0|27538.0|0
0|2020-03-23|26172.5|0|1365.5|0|4.958602658145108|0|27538.0|0
0|2020-03-24|26172.5|0|1365.5|0|4.958602658145108|0|27538.0|0
0|2020-03-25|26172.5|0|1365.5|0|4.958602658145108|0|27538.0|0
0|2020-03-26|26172.5|0|1365.5|0|4.958602658145108|0|27538.0|0
0|2020-03-27|26172.5|0|1365.5|0|4.958602658145108|0|27538.0|0
0|2020-03-28|26172.5|0|1365.5|0|4.958602658145108|0|27538.0|0
0|2020-03-29|26172.5|0|1365.5|0|4.958602658145108|0|27538.0|0
0|2020-03-30|26172.5|0|1365.5|0|4.958602658145108|0|27538.0|0
