|dates|Dade_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Dade_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Dade_Georgia_UnitedStates.Male_Total_Population.data|Dade_Georgia_UnitedStates.Male_Total_Population.missing|Dade_Georgia_UnitedStates.Female_Total_Population.data|Dade_Georgia_UnitedStates.Female_Total_Population.missing|Dade_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|Dade_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3132.0|0|7971.0|0|8255.0|0|3119.0|0
