|dates|Douglas_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Douglas_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Douglas_Missouri_UnitedStates.Male_Total_Population.data|Douglas_Missouri_UnitedStates.Male_Total_Population.missing|Douglas_Missouri_UnitedStates.Female_Total_Population.data|Douglas_Missouri_UnitedStates.Female_Total_Population.missing|Douglas_Missouri_UnitedStates.MaleAndFemale_Under18_Population.data|Douglas_Missouri_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3254.0|0|6692.0|0|6681.0|0|2919.0|0
