|dates|Lincoln_Tennessee_UnitedStates.BLS_EmployedPopulation.data|Lincoln_Tennessee_UnitedStates.BLS_EmployedPopulation.missing|Lincoln_Tennessee_UnitedStates.BLS_UnemployedPopulation.data|Lincoln_Tennessee_UnitedStates.BLS_UnemployedPopulation.missing|Lincoln_Tennessee_UnitedStates.BLS_UnemploymentRate.data|Lincoln_Tennessee_UnitedStates.BLS_UnemploymentRate.missing|Lincoln_Tennessee_UnitedStates.BLS_LaborForcePopulation.data|Lincoln_Tennessee_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|15162.5|0|1256.0|0|7.6499071169717086|0|16418.5|0
0|2020-01-02|15162.5|0|1256.0|0|7.6499071169717086|0|16418.5|0
0|2020-01-03|15162.5|0|1256.0|0|7.6499071169717086|0|16418.5|0
0|2020-01-04|15162.5|0|1256.0|0|7.6499071169717086|0|16418.5|0
0|2020-01-05|15162.5|0|1256.0|0|7.6499071169717086|0|16418.5|0
0|2020-01-06|15162.5|0|1256.0|0|7.6499071169717086|0|16418.5|0
0|2020-01-07|15162.5|0|1256.0|0|7.6499071169717086|0|16418.5|0
0|2020-01-08|15162.5|0|1256.0|0|7.6499071169717086|0|16418.5|0
0|2020-01-09|15162.5|0|1256.0|0|7.6499071169717086|0|16418.5|0
0|2020-01-10|15162.5|0|1256.0|0|7.6499071169717086|0|16418.5|0
0|2020-01-11|15162.5|0|1256.0|0|7.6499071169717086|0|16418.5|0
0|2020-01-12|15162.5|0|1256.0|0|7.6499071169717086|0|16418.5|0
0|2020-01-13|15162.5|0|1256.0|0|7.6499071169717086|0|16418.5|0
0|2020-01-14|15162.5|0|1256.0|0|7.6499071169717086|0|16418.5|0
0|2020-01-15|15162.5|0|1256.0|0|7.6499071169717086|0|16418.5|0
0|2020-01-16|15162.5|0|1256.0|0|7.6499071169717086|0|16418.5|0
0|2020-01-17|15162.5|0|1256.0|0|7.6499071169717086|0|16418.5|0
0|2020-01-18|15162.5|0|1256.0|0|7.6499071169717086|0|16418.5|0
0|2020-01-19|15162.5|0|1256.0|0|7.6499071169717086|0|16418.5|0
0|2020-01-20|15162.5|0|1256.0|0|7.6499071169717086|0|16418.5|0
0|2020-01-21|15162.5|0|1256.0|0|7.6499071169717086|0|16418.5|0
0|2020-01-22|15162.5|0|1256.0|0|7.6499071169717086|0|16418.5|0
0|2020-01-23|15162.5|0|1256.0|0|7.6499071169717086|0|16418.5|0
0|2020-01-24|15162.5|0|1256.0|0|7.6499071169717086|0|16418.5|0
0|2020-01-25|15162.5|0|1256.0|0|7.6499071169717086|0|16418.5|0
0|2020-01-26|15162.5|0|1256.0|0|7.6499071169717086|0|16418.5|0
0|2020-01-27|15162.5|0|1256.0|0|7.6499071169717086|0|16418.5|0
0|2020-01-28|15162.5|0|1256.0|0|7.6499071169717086|0|16418.5|0
0|2020-01-29|15162.5|0|1256.0|0|7.6499071169717086|0|16418.5|0
0|2020-01-30|15162.5|0|1256.0|0|7.6499071169717086|0|16418.5|0
0|2020-01-31|15162.5|0|1256.0|0|7.6499071169717086|0|16418.5|0
0|2020-02-01|15219.5|0|1199.0|0|7.302737765325699|0|16418.5|0
0|2020-02-02|15219.5|0|1199.0|0|7.302737765325699|0|16418.5|0
0|2020-02-03|15219.5|0|1199.0|0|7.302737765325699|0|16418.5|0
0|2020-02-04|15219.5|0|1199.0|0|7.302737765325699|0|16418.5|0
0|2020-02-05|15219.5|0|1199.0|0|7.302737765325699|0|16418.5|0
0|2020-02-06|15219.5|0|1199.0|0|7.302737765325699|0|16418.5|0
0|2020-02-07|15219.5|0|1199.0|0|7.302737765325699|0|16418.5|0
0|2020-02-08|15219.5|0|1199.0|0|7.302737765325699|0|16418.5|0
0|2020-02-09|15219.5|0|1199.0|0|7.302737765325699|0|16418.5|0
