|dates|BuenaVista_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|BuenaVista_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|BuenaVista_Virginia_UnitedStates.Male_Total_Population.data|BuenaVista_Virginia_UnitedStates.Male_Total_Population.missing|BuenaVista_Virginia_UnitedStates.Female_Total_Population.data|BuenaVista_Virginia_UnitedStates.Female_Total_Population.missing|BuenaVista_Virginia_UnitedStates.MaleAndFemale_Under18_Population.data|BuenaVista_Virginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1219.0|0|2928.0|0|3309.0|0|1088.0|0
