|dates|OglalaLakota_SouthDakota_UnitedStates.BLS_EmployedPopulation.data|OglalaLakota_SouthDakota_UnitedStates.BLS_EmployedPopulation.missing|OglalaLakota_SouthDakota_UnitedStates.BLS_UnemployedPopulation.data|OglalaLakota_SouthDakota_UnitedStates.BLS_UnemployedPopulation.missing|OglalaLakota_SouthDakota_UnitedStates.BLS_UnemploymentRate.data|OglalaLakota_SouthDakota_UnitedStates.BLS_UnemploymentRate.missing|OglalaLakota_SouthDakota_UnitedStates.BLS_LaborForcePopulation.data|OglalaLakota_SouthDakota_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|3237.0|0|275.0|0|7.830296127562642|0|3512.0|0
0|2020-01-02|3237.0|0|275.0|0|7.830296127562642|0|3512.0|0
0|2020-01-03|3237.0|0|275.0|0|7.830296127562642|0|3512.0|0
0|2020-01-04|3237.0|0|275.0|0|7.830296127562642|0|3512.0|0
0|2020-01-05|3237.0|0|275.0|0|7.830296127562642|0|3512.0|0
0|2020-01-06|3237.0|0|275.0|0|7.830296127562642|0|3512.0|0
0|2020-01-07|3237.0|0|275.0|0|7.830296127562642|0|3512.0|0
0|2020-01-08|3237.0|0|275.0|0|7.830296127562642|0|3512.0|0
0|2020-01-09|3237.0|0|275.0|0|7.830296127562642|0|3512.0|0
0|2020-01-10|3237.0|0|275.0|0|7.830296127562642|0|3512.0|0
0|2020-01-11|3237.0|0|275.0|0|7.830296127562642|0|3512.0|0
0|2020-01-12|3237.0|0|275.0|0|7.830296127562642|0|3512.0|0
0|2020-01-13|3237.0|0|275.0|0|7.830296127562642|0|3512.0|0
0|2020-01-14|3237.0|0|275.0|0|7.830296127562642|0|3512.0|0
0|2020-01-15|3237.0|0|275.0|0|7.830296127562642|0|3512.0|0
0|2020-01-16|3237.0|0|275.0|0|7.830296127562642|0|3512.0|0
0|2020-01-17|3237.0|0|275.0|0|7.830296127562642|0|3512.0|0
0|2020-01-18|3237.0|0|275.0|0|7.830296127562642|0|3512.0|0
0|2020-01-19|3237.0|0|275.0|0|7.830296127562642|0|3512.0|0
0|2020-01-20|3237.0|0|275.0|0|7.830296127562642|0|3512.0|0
0|2020-01-21|3237.0|0|275.0|0|7.830296127562642|0|3512.0|0
0|2020-01-22|3237.0|0|275.0|0|7.830296127562642|0|3512.0|0
0|2020-01-23|3237.0|0|275.0|0|7.830296127562642|0|3512.0|0
