|dates|Mason_Kentucky_UnitedStates.AveragePrecipitationTotal.data|Mason_Kentucky_UnitedStates.AveragePrecipitationTotal.missing|Mason_Kentucky_UnitedStates.AveragePrecipitation.data|Mason_Kentucky_UnitedStates.AveragePrecipitation.missing|Mason_Kentucky_UnitedStates.AverageWindDirection.data|Mason_Kentucky_UnitedStates.AverageWindDirection.missing|Mason_Kentucky_UnitedStates.AverageWindSpeed.data|Mason_Kentucky_UnitedStates.AverageWindSpeed.missing
0|2021-10-16|0.0|9|0.0|9|293.5208333333333|0|10.4375|0
