|dates|Craven_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Craven_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Craven_NorthCarolina_UnitedStates.Male_Total_Population.data|Craven_NorthCarolina_UnitedStates.Male_Total_Population.missing|Craven_NorthCarolina_UnitedStates.Female_Total_Population.data|Craven_NorthCarolina_UnitedStates.Female_Total_Population.missing|Craven_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Craven_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|19600.0|0|52028.0|0|50884.0|0|22231.0|0
