|dates|JeffDavis_Texas_UnitedStates.BLS_EmployedPopulation.data|JeffDavis_Texas_UnitedStates.BLS_EmployedPopulation.missing|JeffDavis_Texas_UnitedStates.BLS_UnemployedPopulation.data|JeffDavis_Texas_UnitedStates.BLS_UnemployedPopulation.missing|JeffDavis_Texas_UnitedStates.BLS_UnemploymentRate.data|JeffDavis_Texas_UnitedStates.BLS_UnemploymentRate.missing|JeffDavis_Texas_UnitedStates.BLS_LaborForcePopulation.data|JeffDavis_Texas_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|963.5|0|32.0|0|3.2144650929181315|0|995.5|0
0|2020-01-02|963.5|0|32.0|0|3.2144650929181315|0|995.5|0
0|2020-01-03|963.5|0|32.0|0|3.2144650929181315|0|995.5|0
0|2020-01-04|963.5|0|32.0|0|3.2144650929181315|0|995.5|0
0|2020-01-05|963.5|0|32.0|0|3.2144650929181315|0|995.5|0
0|2020-01-06|963.5|0|32.0|0|3.2144650929181315|0|995.5|0
0|2020-01-07|963.5|0|32.0|0|3.2144650929181315|0|995.5|0
0|2020-01-08|963.5|0|32.0|0|3.2144650929181315|0|995.5|0
0|2020-01-09|963.5|0|32.0|0|3.2144650929181315|0|995.5|0
0|2020-01-10|963.5|0|32.0|0|3.2144650929181315|0|995.5|0
0|2020-01-11|963.5|0|32.0|0|3.2144650929181315|0|995.5|0
0|2020-01-12|963.5|0|32.0|0|3.2144650929181315|0|995.5|0
0|2020-01-13|963.5|0|32.0|0|3.2144650929181315|0|995.5|0
0|2020-01-14|963.5|0|32.0|0|3.2144650929181315|0|995.5|0
0|2020-01-15|963.5|0|32.0|0|3.2144650929181315|0|995.5|0
0|2020-01-16|963.5|0|32.0|0|3.2144650929181315|0|995.5|0
0|2020-01-17|963.5|0|32.0|0|3.2144650929181315|0|995.5|0
0|2020-01-18|963.5|0|32.0|0|3.2144650929181315|0|995.5|0
0|2020-01-19|963.5|0|32.0|0|3.2144650929181315|0|995.5|0
0|2020-01-20|963.5|0|32.0|0|3.2144650929181315|0|995.5|0
0|2020-01-21|963.5|0|32.0|0|3.2144650929181315|0|995.5|0
0|2020-01-22|963.5|0|32.0|0|3.2144650929181315|0|995.5|0
0|2020-01-23|963.5|0|32.0|0|3.2144650929181315|0|995.5|0
0|2020-01-24|963.5|0|32.0|0|3.2144650929181315|0|995.5|0
0|2020-01-25|963.5|0|32.0|0|3.2144650929181315|0|995.5|0
0|2020-01-26|963.5|0|32.0|0|3.2144650929181315|0|995.5|0
0|2020-01-27|963.5|0|32.0|0|3.2144650929181315|0|995.5|0
0|2020-01-28|963.5|0|32.0|0|3.2144650929181315|0|995.5|0
0|2020-01-29|963.5|0|32.0|0|3.2144650929181315|0|995.5|0
0|2020-01-30|963.5|0|32.0|0|3.2144650929181315|0|995.5|0
0|2020-01-31|963.5|0|32.0|0|3.2144650929181315|0|995.5|0
0|2020-02-01|985.0|0|31.5|0|3.0988686669945893|0|1016.5|0
0|2020-02-02|985.0|0|31.5|0|3.0988686669945893|0|1016.5|0
0|2020-02-03|985.0|0|31.5|0|3.0988686669945893|0|1016.5|0
0|2020-02-04|985.0|0|31.5|0|3.0988686669945893|0|1016.5|0
0|2020-02-05|985.0|0|31.5|0|3.0988686669945893|0|1016.5|0
0|2020-02-06|985.0|0|31.5|0|3.0988686669945893|0|1016.5|0
0|2020-02-07|985.0|0|31.5|0|3.0988686669945893|0|1016.5|0
0|2020-02-08|985.0|0|31.5|0|3.0988686669945893|0|1016.5|0
0|2020-02-09|985.0|0|31.5|0|3.0988686669945893|0|1016.5|0
0|2020-02-10|985.0|0|31.5|0|3.0988686669945893|0|1016.5|0
0|2020-02-11|985.0|0|31.5|0|3.0988686669945893|0|1016.5|0
0|2020-02-12|985.0|0|31.5|0|3.0988686669945893|0|1016.5|0
0|2020-02-13|985.0|0|31.5|0|3.0988686669945893|0|1016.5|0
0|2020-02-14|985.0|0|31.5|0|3.0988686669945893|0|1016.5|0
0|2020-02-15|985.0|0|31.5|0|3.0988686669945893|0|1016.5|0
0|2020-02-16|985.0|0|31.5|0|3.0988686669945893|0|1016.5|0
0|2020-02-17|985.0|0|31.5|0|3.0988686669945893|0|1016.5|0
0|2020-02-18|985.0|0|31.5|0|3.0988686669945893|0|1016.5|0
0|2020-02-19|985.0|0|31.5|0|3.0988686669945893|0|1016.5|0
0|2020-02-20|985.0|0|31.5|0|3.0988686669945893|0|1016.5|0
0|2020-02-21|985.0|0|31.5|0|3.0988686669945893|0|1016.5|0
0|2020-02-22|985.0|0|31.5|0|3.0988686669945893|0|1016.5|0
0|2020-02-23|985.0|0|31.5|0|3.0988686669945893|0|1016.5|0
0|2020-02-24|985.0|0|31.5|0|3.0988686669945893|0|1016.5|0
0|2020-02-25|985.0|0|31.5|0|3.0988686669945893|0|1016.5|0
0|2020-02-26|985.0|0|31.5|0|3.0988686669945893|0|1016.5|0
0|2020-02-27|985.0|0|31.5|0|3.0988686669945893|0|1016.5|0
0|2020-02-28|985.0|0|31.5|0|3.0988686669945893|0|1016.5|0
0|2020-02-29|985.0|0|31.5|0|3.0988686669945893|0|1016.5|0
0|2020-03-01|973.0|0|46.5|0|4.561059342815105|0|1019.5|0
0|2020-03-02|973.0|0|46.5|0|4.561059342815105|0|1019.5|0
0|2020-03-03|973.0|0|46.5|0|4.561059342815105|0|1019.5|0
0|2020-03-04|973.0|0|46.5|0|4.561059342815105|0|1019.5|0
0|2020-03-05|973.0|0|46.5|0|4.561059342815105|0|1019.5|0
0|2020-03-06|973.0|0|46.5|0|4.561059342815105|0|1019.5|0
0|2020-03-07|973.0|0|46.5|0|4.561059342815105|0|1019.5|0
0|2020-03-08|973.0|0|46.5|0|4.561059342815105|0|1019.5|0
0|2020-03-09|973.0|0|46.5|0|4.561059342815105|0|1019.5|0
0|2020-03-10|973.0|0|46.5|0|4.561059342815105|0|1019.5|0
0|2020-03-11|973.0|0|46.5|0|4.561059342815105|0|1019.5|0
0|2020-03-12|973.0|0|46.5|0|4.561059342815105|0|1019.5|0
0|2020-03-13|973.0|0|46.5|0|4.561059342815105|0|1019.5|0
0|2020-03-14|973.0|0|46.5|0|4.561059342815105|0|1019.5|0
0|2020-03-15|973.0|0|46.5|0|4.561059342815105|0|1019.5|0
0|2020-03-16|973.0|0|46.5|0|4.561059342815105|0|1019.5|0
0|2020-03-17|973.0|0|46.5|0|4.561059342815105|0|1019.5|0
0|2020-03-18|973.0|0|46.5|0|4.561059342815105|0|1019.5|0
0|2020-03-19|973.0|0|46.5|0|4.561059342815105|0|1019.5|0
0|2020-03-20|973.0|0|46.5|0|4.561059342815105|0|1019.5|0
0|2020-03-21|973.0|0|46.5|0|4.561059342815105|0|1019.5|0
0|2020-03-22|973.0|0|46.5|0|4.561059342815105|0|1019.5|0
0|2020-03-23|973.0|0|46.5|0|4.561059342815105|0|1019.5|0
0|2020-03-24|973.0|0|46.5|0|4.561059342815105|0|1019.5|0
0|2020-03-25|973.0|0|46.5|0|4.561059342815105|0|1019.5|0
0|2020-03-26|973.0|0|46.5|0|4.561059342815105|0|1019.5|0
0|2020-03-27|973.0|0|46.5|0|4.561059342815105|0|1019.5|0
0|2020-03-28|973.0|0|46.5|0|4.561059342815105|0|1019.5|0
0|2020-03-29|973.0|0|46.5|0|4.561059342815105|0|1019.5|0
0|2020-03-30|973.0|0|46.5|0|4.561059342815105|0|1019.5|0
0|2020-03-31|973.0|0|46.5|0|4.561059342815105|0|1019.5|0
0|2020-04-01|785.5|0|74.5|0|8.662790697674419|0|860.0|0
0|2020-04-02|785.5|0|74.5|0|8.662790697674419|0|860.0|0
0|2020-04-03|785.5|0|74.5|0|8.662790697674419|0|860.0|0
0|2020-04-04|785.5|0|74.5|0|8.662790697674419|0|860.0|0
0|2020-04-05|785.5|0|74.5|0|8.662790697674419|0|860.0|0
0|2020-04-06|785.5|0|74.5|0|8.662790697674419|0|860.0|0
0|2020-04-07|785.5|0|74.5|0|8.662790697674419|0|860.0|0
0|2020-04-08|785.5|0|74.5|0|8.662790697674419|0|860.0|0
0|2020-04-09|785.5|0|74.5|0|8.662790697674419|0|860.0|0
0|2020-04-10|785.5|0|74.5|0|8.662790697674419|0|860.0|0
0|2020-04-11|785.5|0|74.5|0|8.662790697674419|0|860.0|0
0|2020-04-12|785.5|0|74.5|0|8.662790697674419|0|860.0|0
0|2020-04-13|785.5|0|74.5|0|8.662790697674419|0|860.0|0
0|2020-04-14|785.5|0|74.5|0|8.662790697674419|0|860.0|0
0|2020-04-15|785.5|0|74.5|0|8.662790697674419|0|860.0|0
0|2020-04-16|785.5|0|74.5|0|8.662790697674419|0|860.0|0
0|2020-04-17|785.5|0|74.5|0|8.662790697674419|0|860.0|0
