|dates|Somerset_Maine_UnitedStates.BLS_EmployedPopulation.data|Somerset_Maine_UnitedStates.BLS_EmployedPopulation.missing|Somerset_Maine_UnitedStates.BLS_UnemployedPopulation.data|Somerset_Maine_UnitedStates.BLS_UnemployedPopulation.missing|Somerset_Maine_UnitedStates.BLS_UnemploymentRate.data|Somerset_Maine_UnitedStates.BLS_UnemploymentRate.missing|Somerset_Maine_UnitedStates.BLS_LaborForcePopulation.data|Somerset_Maine_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|20959.0|0|1260.0|0|5.670822269229038|0|22219.0|0
0|2020-01-02|20959.0|0|1260.0|0|5.670822269229038|0|22219.0|0
0|2020-01-03|20959.0|0|1260.0|0|5.670822269229038|0|22219.0|0
0|2020-01-04|20959.0|0|1260.0|0|5.670822269229038|0|22219.0|0
0|2020-01-05|20959.0|0|1260.0|0|5.670822269229038|0|22219.0|0
0|2020-01-06|20959.0|0|1260.0|0|5.670822269229038|0|22219.0|0
0|2020-01-07|20959.0|0|1260.0|0|5.670822269229038|0|22219.0|0
0|2020-01-08|20959.0|0|1260.0|0|5.670822269229038|0|22219.0|0
0|2020-01-09|20959.0|0|1260.0|0|5.670822269229038|0|22219.0|0
0|2020-01-10|20959.0|0|1260.0|0|5.670822269229038|0|22219.0|0
0|2020-01-11|20959.0|0|1260.0|0|5.670822269229038|0|22219.0|0
0|2020-01-12|20959.0|0|1260.0|0|5.670822269229038|0|22219.0|0
0|2020-01-13|20959.0|0|1260.0|0|5.670822269229038|0|22219.0|0
0|2020-01-14|20959.0|0|1260.0|0|5.670822269229038|0|22219.0|0
0|2020-01-15|20959.0|0|1260.0|0|5.670822269229038|0|22219.0|0
0|2020-01-16|20959.0|0|1260.0|0|5.670822269229038|0|22219.0|0
0|2020-01-17|20959.0|0|1260.0|0|5.670822269229038|0|22219.0|0
0|2020-01-18|20959.0|0|1260.0|0|5.670822269229038|0|22219.0|0
0|2020-01-19|20959.0|0|1260.0|0|5.670822269229038|0|22219.0|0
0|2020-01-20|20959.0|0|1260.0|0|5.670822269229038|0|22219.0|0
0|2020-01-21|20959.0|0|1260.0|0|5.670822269229038|0|22219.0|0
0|2020-01-22|20959.0|0|1260.0|0|5.670822269229038|0|22219.0|0
0|2020-01-23|20959.0|0|1260.0|0|5.670822269229038|0|22219.0|0
0|2020-01-24|20959.0|0|1260.0|0|5.670822269229038|0|22219.0|0
0|2020-01-25|20959.0|0|1260.0|0|5.670822269229038|0|22219.0|0
0|2020-01-26|20959.0|0|1260.0|0|5.670822269229038|0|22219.0|0
0|2020-01-27|20959.0|0|1260.0|0|5.670822269229038|0|22219.0|0
0|2020-01-28|20959.0|0|1260.0|0|5.670822269229038|0|22219.0|0
0|2020-01-29|20959.0|0|1260.0|0|5.670822269229038|0|22219.0|0
0|2020-01-30|20959.0|0|1260.0|0|5.670822269229038|0|22219.0|0
0|2020-01-31|20959.0|0|1260.0|0|5.670822269229038|0|22219.0|0
0|2020-02-01|21156.0|0|1320.0|0|5.87293112653497|0|22476.0|0
0|2020-02-02|21156.0|0|1320.0|0|5.87293112653497|0|22476.0|0
0|2020-02-03|21156.0|0|1320.0|0|5.87293112653497|0|22476.0|0
0|2020-02-04|21156.0|0|1320.0|0|5.87293112653497|0|22476.0|0
0|2020-02-05|21156.0|0|1320.0|0|5.87293112653497|0|22476.0|0
0|2020-02-06|21156.0|0|1320.0|0|5.87293112653497|0|22476.0|0
0|2020-02-07|21156.0|0|1320.0|0|5.87293112653497|0|22476.0|0
0|2020-02-08|21156.0|0|1320.0|0|5.87293112653497|0|22476.0|0
