|dates|Johnson_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Johnson_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Johnson_Nebraska_UnitedStates.Male_Total_Population.data|Johnson_Nebraska_UnitedStates.Male_Total_Population.missing|Johnson_Nebraska_UnitedStates.Female_Total_Population.data|Johnson_Nebraska_UnitedStates.Female_Total_Population.missing|Johnson_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.data|Johnson_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2020-03-11|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-03-12|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-03-13|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-03-14|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-03-15|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-03-16|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-03-17|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-03-18|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-03-19|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-03-20|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-03-21|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-03-22|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-03-23|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-03-24|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-03-25|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-03-26|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-03-27|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-03-28|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-03-29|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-03-30|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-03-31|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-04-01|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-04-02|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-04-03|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-04-04|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-04-05|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-04-06|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-04-07|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-04-08|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-04-09|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-04-10|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-04-11|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-04-12|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-04-13|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-04-14|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-04-15|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-04-16|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-04-17|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-04-18|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-04-19|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-04-20|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-04-21|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-04-22|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-04-23|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-04-24|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-04-25|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-04-26|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-04-27|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-04-28|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-04-29|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-04-30|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-05-01|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-05-02|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-05-03|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-05-04|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-05-05|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-05-06|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-05-07|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-05-08|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-05-09|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-05-10|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-05-11|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-05-12|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-05-13|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-05-14|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-05-15|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-05-16|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-05-17|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-05-18|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-05-19|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-05-20|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-05-21|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-05-22|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-05-23|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-05-24|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-05-25|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-05-26|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-05-27|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-05-28|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-05-29|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-05-30|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-05-31|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-06-01|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-06-02|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-06-03|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-06-04|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-06-05|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-06-06|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-06-07|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-06-08|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-06-09|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-06-10|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-06-11|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-06-12|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-06-13|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-06-14|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-06-15|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-06-16|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-06-17|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-06-18|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-06-19|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-06-20|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-06-21|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-06-22|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-06-23|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-06-24|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-06-25|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-06-26|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-06-27|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-06-28|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-06-29|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-06-30|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-07-01|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-07-02|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-07-03|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-07-04|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-07-05|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-07-06|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-07-07|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-07-08|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-07-09|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-07-10|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-07-11|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-07-12|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-07-13|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-07-14|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-07-15|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-07-16|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-07-17|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-07-18|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-07-19|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-07-20|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-07-21|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-07-22|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-07-23|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-07-24|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-07-25|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-07-26|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-07-27|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-07-28|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-07-29|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-07-30|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-07-31|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-08-01|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-08-02|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-08-03|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-08-04|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-08-05|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-08-06|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-08-07|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-08-08|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-08-09|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-08-10|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-08-11|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-08-12|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-08-13|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-08-14|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-08-15|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-08-16|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-08-17|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-08-18|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-08-19|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-08-20|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-08-21|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-08-22|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-08-23|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-08-24|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-08-25|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-08-26|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-08-27|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-08-28|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-08-29|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-08-30|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-08-31|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-09-01|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-09-02|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-09-03|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-09-04|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-09-05|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-09-06|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-09-07|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-09-08|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-09-09|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-09-10|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-09-11|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-09-12|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-09-13|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-09-14|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-09-15|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-09-16|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-09-17|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-09-18|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-09-19|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-09-20|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-09-21|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-09-22|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-09-23|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-09-24|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-09-25|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-09-26|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-09-27|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-09-28|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-09-29|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-09-30|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-10-01|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-10-02|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-10-03|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-10-04|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-10-05|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-10-06|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-10-07|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-10-08|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-10-09|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-10-10|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-10-11|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-10-12|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-10-13|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-10-14|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-10-15|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-10-16|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-10-17|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-10-18|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-10-19|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-10-20|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-10-21|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-10-22|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-10-23|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-10-24|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-10-25|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-10-26|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-10-27|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-10-28|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-10-29|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-10-30|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-10-31|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-11-01|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-11-02|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-11-03|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-11-04|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-11-05|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-11-06|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-11-07|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-11-08|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-11-09|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-11-10|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-11-11|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-11-12|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-11-13|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-11-14|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-11-15|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-11-16|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-11-17|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-11-18|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-11-19|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-11-20|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-11-21|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-11-22|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-11-23|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-11-24|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-11-25|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-11-26|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-11-27|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-11-28|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-11-29|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-11-30|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-12-01|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-12-02|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-12-03|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-12-04|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-12-05|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-12-06|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-12-07|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-12-08|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-12-09|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-12-10|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-12-11|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-12-12|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-12-13|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-12-14|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-12-15|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-12-16|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-12-17|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-12-18|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-12-19|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-12-20|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-12-21|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-12-22|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-12-23|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-12-24|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-12-25|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-12-26|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-12-27|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-12-28|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-12-29|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-12-30|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2020-12-31|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2021-01-01|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2021-01-02|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2021-01-03|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2021-01-04|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2021-01-05|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2021-01-06|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2021-01-07|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2021-01-08|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2021-01-09|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2021-01-10|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2021-01-11|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2021-01-12|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2021-01-13|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2021-01-14|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2021-01-15|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2021-01-16|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2021-01-17|963.0|0|3019.0|0|2115.0|0|966.0|0
0|2021-01-18|963.0|0|3019.0|0|2115.0|0|966.0|0
