|dates|Belmont_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Belmont_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Belmont_Ohio_UnitedStates.Male_Total_Population.data|Belmont_Ohio_UnitedStates.Male_Total_Population.missing|Belmont_Ohio_UnitedStates.Female_Total_Population.data|Belmont_Ohio_UnitedStates.Female_Total_Population.missing|Belmont_Ohio_UnitedStates.MaleAndFemale_Under18_Population.data|Belmont_Ohio_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|14072.0|0|34507.0|0|32998.0|0|12769.0|0
