|dates|McPherson_Kansas_UnitedStates.AveragePrecipitationTotal.data|McPherson_Kansas_UnitedStates.AveragePrecipitationTotal.missing|McPherson_Kansas_UnitedStates.AveragePrecipitation.data|McPherson_Kansas_UnitedStates.AveragePrecipitation.missing|McPherson_Kansas_UnitedStates.AverageWindDirection.data|McPherson_Kansas_UnitedStates.AverageWindDirection.missing|McPherson_Kansas_UnitedStates.AverageWindSpeed.data|McPherson_Kansas_UnitedStates.AverageWindSpeed.missing
0|2021-10-16|0.0|12|0.0|12|261.7916666666667|0|7.291666666666667|0
