|dates|Caldwell_Missouri_UnitedStates.JHU_ConfirmedCases.data|Caldwell_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Caldwell_Missouri_UnitedStates.NYT_ConfirmedCases.data|Caldwell_Missouri_UnitedStates.NYT_ConfirmedCases.missing|Caldwell_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Caldwell_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Caldwell_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Caldwell_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|1044.0|0|0.0|100|18.0|0|0.0|100
