|dates|Maverick_Texas_UnitedStates.BLS_EmployedPopulation.data|Maverick_Texas_UnitedStates.BLS_EmployedPopulation.missing|Maverick_Texas_UnitedStates.BLS_UnemployedPopulation.data|Maverick_Texas_UnitedStates.BLS_UnemployedPopulation.missing|Maverick_Texas_UnitedStates.BLS_UnemploymentRate.data|Maverick_Texas_UnitedStates.BLS_UnemploymentRate.missing|Maverick_Texas_UnitedStates.BLS_LaborForcePopulation.data|Maverick_Texas_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|22147.0|0|2387.5|0|9.731194848071084|0|24534.5|0
0|2020-01-02|22147.0|0|2387.5|0|9.731194848071084|0|24534.5|0
0|2020-01-03|22147.0|0|2387.5|0|9.731194848071084|0|24534.5|0
0|2020-01-04|22147.0|0|2387.5|0|9.731194848071084|0|24534.5|0
0|2020-01-05|22147.0|0|2387.5|0|9.731194848071084|0|24534.5|0
0|2020-01-06|22147.0|0|2387.5|0|9.731194848071084|0|24534.5|0
0|2020-01-07|22147.0|0|2387.5|0|9.731194848071084|0|24534.5|0
0|2020-01-08|22147.0|0|2387.5|0|9.731194848071084|0|24534.5|0
0|2020-01-09|22147.0|0|2387.5|0|9.731194848071084|0|24534.5|0
0|2020-01-10|22147.0|0|2387.5|0|9.731194848071084|0|24534.5|0
0|2020-01-11|22147.0|0|2387.5|0|9.731194848071084|0|24534.5|0
0|2020-01-12|22147.0|0|2387.5|0|9.731194848071084|0|24534.5|0
0|2020-01-13|22147.0|0|2387.5|0|9.731194848071084|0|24534.5|0
0|2020-01-14|22147.0|0|2387.5|0|9.731194848071084|0|24534.5|0
0|2020-01-15|22147.0|0|2387.5|0|9.731194848071084|0|24534.5|0
0|2020-01-16|22147.0|0|2387.5|0|9.731194848071084|0|24534.5|0
0|2020-01-17|22147.0|0|2387.5|0|9.731194848071084|0|24534.5|0
0|2020-01-18|22147.0|0|2387.5|0|9.731194848071084|0|24534.5|0
0|2020-01-19|22147.0|0|2387.5|0|9.731194848071084|0|24534.5|0
0|2020-01-20|22147.0|0|2387.5|0|9.731194848071084|0|24534.5|0
0|2020-01-21|22147.0|0|2387.5|0|9.731194848071084|0|24534.5|0
0|2020-01-22|22147.0|0|2387.5|0|9.731194848071084|0|24534.5|0
0|2020-01-23|22147.0|0|2387.5|0|9.731194848071084|0|24534.5|0
0|2020-01-24|22147.0|0|2387.5|0|9.731194848071084|0|24534.5|0
0|2020-01-25|22147.0|0|2387.5|0|9.731194848071084|0|24534.5|0
0|2020-01-26|22147.0|0|2387.5|0|9.731194848071084|0|24534.5|0
0|2020-01-27|22147.0|0|2387.5|0|9.731194848071084|0|24534.5|0
0|2020-01-28|22147.0|0|2387.5|0|9.731194848071084|0|24534.5|0
0|2020-01-29|22147.0|0|2387.5|0|9.731194848071084|0|24534.5|0
0|2020-01-30|22147.0|0|2387.5|0|9.731194848071084|0|24534.5|0
0|2020-01-31|22147.0|0|2387.5|0|9.731194848071084|0|24534.5|0
0|2020-02-01|22136.0|0|2339.5|0|9.558538129966701|0|24475.5|0
0|2020-02-02|22136.0|0|2339.5|0|9.558538129966701|0|24475.5|0
0|2020-02-03|22136.0|0|2339.5|0|9.558538129966701|0|24475.5|0
0|2020-02-04|22136.0|0|2339.5|0|9.558538129966701|0|24475.5|0
0|2020-02-05|22136.0|0|2339.5|0|9.558538129966701|0|24475.5|0
0|2020-02-06|22136.0|0|2339.5|0|9.558538129966701|0|24475.5|0
