|dates|Telfair_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Telfair_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Telfair_Georgia_UnitedStates.Male_Total_Population.data|Telfair_Georgia_UnitedStates.Male_Total_Population.missing|Telfair_Georgia_UnitedStates.Female_Total_Population.data|Telfair_Georgia_UnitedStates.Female_Total_Population.missing|Telfair_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|Telfair_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2873.0|0|9284.0|0|6592.0|0|2537.0|0
