|dates|Hyde_SouthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Hyde_SouthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Hyde_SouthDakota_UnitedStates.Male_Total_Population.data|Hyde_SouthDakota_UnitedStates.Male_Total_Population.missing|Hyde_SouthDakota_UnitedStates.Female_Total_Population.data|Hyde_SouthDakota_UnitedStates.Female_Total_Population.missing|Hyde_SouthDakota_UnitedStates.MaleAndFemale_Under18_Population.data|Hyde_SouthDakota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|324.0|0|666.0|0|616.0|0|265.0|0
