|dates|Hettinger_NorthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Hettinger_NorthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Hettinger_NorthDakota_UnitedStates.Male_Total_Population.data|Hettinger_NorthDakota_UnitedStates.Male_Total_Population.missing|Hettinger_NorthDakota_UnitedStates.Female_Total_Population.data|Hettinger_NorthDakota_UnitedStates.Female_Total_Population.missing|Hettinger_NorthDakota_UnitedStates.MaleAndFemale_Under18_Population.data|Hettinger_NorthDakota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2020-02-07|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-02-08|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-02-09|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-02-10|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-02-11|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-02-12|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-02-13|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-02-14|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-02-15|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-02-16|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-02-17|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-02-18|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-02-19|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-02-20|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-02-21|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-02-22|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-02-23|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-02-24|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-02-25|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-02-26|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-02-27|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-02-28|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-02-29|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-03-01|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-03-02|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-03-03|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-03-04|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-03-05|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-03-06|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-03-07|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-03-08|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-03-09|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-03-10|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-03-11|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-03-12|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-03-13|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-03-14|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-03-15|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-03-16|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-03-17|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-03-18|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-03-19|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-03-20|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-03-21|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-03-22|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-03-23|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-03-24|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-03-25|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-03-26|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-03-27|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-03-28|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-03-29|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-03-30|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-03-31|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-04-01|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-04-02|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-04-03|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-04-04|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-04-05|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-04-06|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-04-07|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-04-08|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-04-09|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-04-10|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-04-11|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-04-12|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-04-13|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-04-14|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-04-15|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-04-16|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-04-17|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-04-18|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-04-19|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-04-20|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-04-21|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-04-22|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-04-23|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-04-24|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-04-25|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-04-26|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-04-27|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-04-28|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-04-29|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-04-30|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-05-01|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-05-02|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-05-03|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-05-04|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-05-05|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-05-06|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-05-07|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-05-08|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-05-09|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-05-10|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-05-11|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-05-12|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-05-13|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-05-14|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-05-15|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-05-16|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-05-17|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-05-18|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-05-19|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-05-20|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-05-21|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-05-22|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-05-23|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-05-24|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-05-25|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-05-26|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-05-27|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-05-28|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-05-29|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-05-30|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-05-31|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-06-01|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-06-02|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-06-03|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-06-04|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-06-05|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-06-06|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-06-07|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-06-08|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-06-09|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-06-10|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-06-11|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-06-12|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-06-13|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-06-14|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-06-15|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-06-16|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-06-17|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-06-18|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-06-19|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-06-20|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-06-21|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-06-22|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-06-23|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-06-24|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-06-25|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-06-26|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-06-27|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-06-28|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-06-29|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-06-30|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-07-01|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-07-02|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-07-03|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-07-04|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-07-05|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-07-06|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-07-07|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-07-08|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-07-09|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-07-10|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-07-11|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-07-12|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-07-13|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-07-14|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-07-15|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-07-16|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-07-17|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-07-18|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-07-19|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-07-20|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-07-21|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-07-22|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-07-23|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-07-24|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-07-25|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-07-26|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-07-27|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-07-28|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-07-29|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-07-30|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-07-31|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-08-01|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-08-02|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-08-03|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-08-04|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-08-05|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-08-06|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-08-07|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-08-08|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-08-09|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-08-10|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-08-11|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-08-12|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-08-13|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-08-14|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-08-15|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-08-16|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-08-17|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-08-18|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-08-19|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-08-20|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-08-21|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-08-22|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-08-23|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-08-24|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-08-25|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-08-26|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-08-27|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-08-28|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-08-29|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-08-30|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-08-31|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-09-01|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-09-02|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-09-03|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-09-04|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-09-05|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-09-06|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-09-07|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-09-08|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-09-09|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-09-10|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-09-11|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-09-12|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-09-13|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-09-14|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-09-15|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-09-16|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-09-17|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-09-18|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-09-19|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-09-20|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-09-21|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-09-22|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-09-23|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-09-24|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-09-25|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-09-26|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-09-27|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-09-28|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-09-29|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-09-30|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-10-01|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-10-02|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-10-03|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-10-04|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-10-05|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-10-06|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-10-07|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-10-08|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-10-09|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-10-10|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-10-11|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-10-12|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-10-13|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-10-14|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-10-15|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-10-16|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-10-17|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-10-18|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-10-19|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-10-20|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-10-21|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-10-22|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-10-23|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-10-24|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-10-25|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-10-26|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-10-27|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-10-28|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-10-29|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-10-30|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-10-31|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-11-01|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-11-02|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-11-03|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-11-04|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-11-05|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-11-06|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-11-07|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-11-08|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-11-09|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-11-10|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-11-11|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-11-12|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-11-13|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-11-14|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-11-15|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-11-16|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-11-17|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-11-18|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-11-19|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-11-20|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-11-21|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-11-22|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-11-23|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-11-24|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-11-25|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-11-26|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-11-27|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-11-28|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-11-29|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-11-30|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-12-01|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-12-02|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-12-03|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-12-04|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-12-05|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-12-06|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-12-07|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-12-08|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-12-09|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-12-10|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-12-11|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-12-12|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-12-13|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-12-14|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-12-15|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-12-16|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-12-17|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-12-18|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-12-19|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-12-20|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-12-21|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-12-22|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-12-23|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-12-24|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-12-25|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-12-26|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-12-27|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-12-28|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-12-29|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-12-30|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2020-12-31|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2021-01-01|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2021-01-02|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2021-01-03|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2021-01-04|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2021-01-05|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2021-01-06|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2021-01-07|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2021-01-08|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2021-01-09|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2021-01-10|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2021-01-11|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2021-01-12|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2021-01-13|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2021-01-14|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2021-01-15|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2021-01-16|564.0|0|1218.0|0|1296.0|0|610.0|0
0|2021-01-17|564.0|0|1218.0|0|1296.0|0|610.0|0
