|dates|Door_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Door_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Door_Wisconsin_UnitedStates.Male_Total_Population.data|Door_Wisconsin_UnitedStates.Male_Total_Population.missing|Door_Wisconsin_UnitedStates.Female_Total_Population.data|Door_Wisconsin_UnitedStates.Female_Total_Population.missing|Door_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.data|Door_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|8215.0|0|13625.0|0|13985.0|0|4489.0|0
