|dates|Oklahoma_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Oklahoma_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Oklahoma_Oklahoma_UnitedStates.Male_Total_Population.data|Oklahoma_Oklahoma_UnitedStates.Male_Total_Population.missing|Oklahoma_Oklahoma_UnitedStates.Female_Total_Population.data|Oklahoma_Oklahoma_UnitedStates.Female_Total_Population.missing|Oklahoma_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.data|Oklahoma_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|108318.0|0|388135.0|0|404447.0|0|203382.0|0
