|dates|Gosper_Nebraska_UnitedStates.BLS_EmployedPopulation.data|Gosper_Nebraska_UnitedStates.BLS_EmployedPopulation.missing|Gosper_Nebraska_UnitedStates.BLS_UnemployedPopulation.data|Gosper_Nebraska_UnitedStates.BLS_UnemployedPopulation.missing|Gosper_Nebraska_UnitedStates.BLS_UnemploymentRate.data|Gosper_Nebraska_UnitedStates.BLS_UnemploymentRate.missing|Gosper_Nebraska_UnitedStates.BLS_LaborForcePopulation.data|Gosper_Nebraska_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|1063.0|0|24.0|0|2.2079116835326587|0|1087.0|0
0|2020-01-02|1063.0|0|24.0|0|2.2079116835326587|0|1087.0|0
0|2020-01-03|1063.0|0|24.0|0|2.2079116835326587|0|1087.0|0
0|2020-01-04|1063.0|0|24.0|0|2.2079116835326587|0|1087.0|0
0|2020-01-05|1063.0|0|24.0|0|2.2079116835326587|0|1087.0|0
0|2020-01-06|1063.0|0|24.0|0|2.2079116835326587|0|1087.0|0
0|2020-01-07|1063.0|0|24.0|0|2.2079116835326587|0|1087.0|0
0|2020-01-08|1063.0|0|24.0|0|2.2079116835326587|0|1087.0|0
0|2020-01-09|1063.0|0|24.0|0|2.2079116835326587|0|1087.0|0
0|2020-01-10|1063.0|0|24.0|0|2.2079116835326587|0|1087.0|0
0|2020-01-11|1063.0|0|24.0|0|2.2079116835326587|0|1087.0|0
0|2020-01-12|1063.0|0|24.0|0|2.2079116835326587|0|1087.0|0
0|2020-01-13|1063.0|0|24.0|0|2.2079116835326587|0|1087.0|0
0|2020-01-14|1063.0|0|24.0|0|2.2079116835326587|0|1087.0|0
0|2020-01-15|1063.0|0|24.0|0|2.2079116835326587|0|1087.0|0
0|2020-01-16|1063.0|0|24.0|0|2.2079116835326587|0|1087.0|0
0|2020-01-17|1063.0|0|24.0|0|2.2079116835326587|0|1087.0|0
0|2020-01-18|1063.0|0|24.0|0|2.2079116835326587|0|1087.0|0
0|2020-01-19|1063.0|0|24.0|0|2.2079116835326587|0|1087.0|0
0|2020-01-20|1063.0|0|24.0|0|2.2079116835326587|0|1087.0|0
0|2020-01-21|1063.0|0|24.0|0|2.2079116835326587|0|1087.0|0
0|2020-01-22|1063.0|0|24.0|0|2.2079116835326587|0|1087.0|0
0|2020-01-23|1063.0|0|24.0|0|2.2079116835326587|0|1087.0|0
0|2020-01-24|1063.0|0|24.0|0|2.2079116835326587|0|1087.0|0
0|2020-01-25|1063.0|0|24.0|0|2.2079116835326587|0|1087.0|0
0|2020-01-26|1063.0|0|24.0|0|2.2079116835326587|0|1087.0|0
0|2020-01-27|1063.0|0|24.0|0|2.2079116835326587|0|1087.0|0
0|2020-01-28|1063.0|0|24.0|0|2.2079116835326587|0|1087.0|0
0|2020-01-29|1063.0|0|24.0|0|2.2079116835326587|0|1087.0|0
0|2020-01-30|1063.0|0|24.0|0|2.2079116835326587|0|1087.0|0
0|2020-01-31|1063.0|0|24.0|0|2.2079116835326587|0|1087.0|0
0|2020-02-01|1056.5|0|23.0|0|2.1306160259379343|0|1079.5|0
0|2020-02-02|1056.5|0|23.0|0|2.1306160259379343|0|1079.5|0
0|2020-02-03|1056.5|0|23.0|0|2.1306160259379343|0|1079.5|0
0|2020-02-04|1056.5|0|23.0|0|2.1306160259379343|0|1079.5|0
0|2020-02-05|1056.5|0|23.0|0|2.1306160259379343|0|1079.5|0
0|2020-02-06|1056.5|0|23.0|0|2.1306160259379343|0|1079.5|0
0|2020-02-07|1056.5|0|23.0|0|2.1306160259379343|0|1079.5|0
0|2020-02-08|1056.5|0|23.0|0|2.1306160259379343|0|1079.5|0
0|2020-02-09|1056.5|0|23.0|0|2.1306160259379343|0|1079.5|0
0|2020-02-10|1056.5|0|23.0|0|2.1306160259379343|0|1079.5|0
0|2020-02-11|1056.5|0|23.0|0|2.1306160259379343|0|1079.5|0
0|2020-02-12|1056.5|0|23.0|0|2.1306160259379343|0|1079.5|0
0|2020-02-13|1056.5|0|23.0|0|2.1306160259379343|0|1079.5|0
0|2020-02-14|1056.5|0|23.0|0|2.1306160259379343|0|1079.5|0
0|2020-02-15|1056.5|0|23.0|0|2.1306160259379343|0|1079.5|0
0|2020-02-16|1056.5|0|23.0|0|2.1306160259379343|0|1079.5|0
0|2020-02-17|1056.5|0|23.0|0|2.1306160259379343|0|1079.5|0
0|2020-02-18|1056.5|0|23.0|0|2.1306160259379343|0|1079.5|0
0|2020-02-19|1056.5|0|23.0|0|2.1306160259379343|0|1079.5|0
0|2020-02-20|1056.5|0|23.0|0|2.1306160259379343|0|1079.5|0
0|2020-02-21|1056.5|0|23.0|0|2.1306160259379343|0|1079.5|0
0|2020-02-22|1056.5|0|23.0|0|2.1306160259379343|0|1079.5|0
0|2020-02-23|1056.5|0|23.0|0|2.1306160259379343|0|1079.5|0
0|2020-02-24|1056.5|0|23.0|0|2.1306160259379343|0|1079.5|0
0|2020-02-25|1056.5|0|23.0|0|2.1306160259379343|0|1079.5|0
0|2020-02-26|1056.5|0|23.0|0|2.1306160259379343|0|1079.5|0
0|2020-02-27|1056.5|0|23.0|0|2.1306160259379343|0|1079.5|0
0|2020-02-28|1056.5|0|23.0|0|2.1306160259379343|0|1079.5|0
0|2020-02-29|1056.5|0|23.0|0|2.1306160259379343|0|1079.5|0
0|2020-03-01|1062.0|0|34.5|0|3.146374829001368|0|1096.5|0
0|2020-03-02|1062.0|0|34.5|0|3.146374829001368|0|1096.5|0
0|2020-03-03|1062.0|0|34.5|0|3.146374829001368|0|1096.5|0
0|2020-03-04|1062.0|0|34.5|0|3.146374829001368|0|1096.5|0
0|2020-03-05|1062.0|0|34.5|0|3.146374829001368|0|1096.5|0
0|2020-03-06|1062.0|0|34.5|0|3.146374829001368|0|1096.5|0
0|2020-03-07|1062.0|0|34.5|0|3.146374829001368|0|1096.5|0
0|2020-03-08|1062.0|0|34.5|0|3.146374829001368|0|1096.5|0
0|2020-03-09|1062.0|0|34.5|0|3.146374829001368|0|1096.5|0
0|2020-03-10|1062.0|0|34.5|0|3.146374829001368|0|1096.5|0
0|2020-03-11|1062.0|0|34.5|0|3.146374829001368|0|1096.5|0
0|2020-03-12|1062.0|0|34.5|0|3.146374829001368|0|1096.5|0
0|2020-03-13|1062.0|0|34.5|0|3.146374829001368|0|1096.5|0
0|2020-03-14|1062.0|0|34.5|0|3.146374829001368|0|1096.5|0
0|2020-03-15|1062.0|0|34.5|0|3.146374829001368|0|1096.5|0
0|2020-03-16|1062.0|0|34.5|0|3.146374829001368|0|1096.5|0
0|2020-03-17|1062.0|0|34.5|0|3.146374829001368|0|1096.5|0
0|2020-03-18|1062.0|0|34.5|0|3.146374829001368|0|1096.5|0
0|2020-03-19|1062.0|0|34.5|0|3.146374829001368|0|1096.5|0
0|2020-03-20|1062.0|0|34.5|0|3.146374829001368|0|1096.5|0
0|2020-03-21|1062.0|0|34.5|0|3.146374829001368|0|1096.5|0
0|2020-03-22|1062.0|0|34.5|0|3.146374829001368|0|1096.5|0
0|2020-03-23|1062.0|0|34.5|0|3.146374829001368|0|1096.5|0
0|2020-03-24|1062.0|0|34.5|0|3.146374829001368|0|1096.5|0
0|2020-03-25|1062.0|0|34.5|0|3.146374829001368|0|1096.5|0
0|2020-03-26|1062.0|0|34.5|0|3.146374829001368|0|1096.5|0
0|2020-03-27|1062.0|0|34.5|0|3.146374829001368|0|1096.5|0
0|2020-03-28|1062.0|0|34.5|0|3.146374829001368|0|1096.5|0
0|2020-03-29|1062.0|0|34.5|0|3.146374829001368|0|1096.5|0
0|2020-03-30|1062.0|0|34.5|0|3.146374829001368|0|1096.5|0
0|2020-03-31|1062.0|0|34.5|0|3.146374829001368|0|1096.5|0
0|2020-04-01|1059.5|0|44.0|0|3.987313094698686|0|1103.5|0
0|2020-04-02|1059.5|0|44.0|0|3.987313094698686|0|1103.5|0
0|2020-04-03|1059.5|0|44.0|0|3.987313094698686|0|1103.5|0
0|2020-04-04|1059.5|0|44.0|0|3.987313094698686|0|1103.5|0
0|2020-04-05|1059.5|0|44.0|0|3.987313094698686|0|1103.5|0
0|2020-04-06|1059.5|0|44.0|0|3.987313094698686|0|1103.5|0
0|2020-04-07|1059.5|0|44.0|0|3.987313094698686|0|1103.5|0
0|2020-04-08|1059.5|0|44.0|0|3.987313094698686|0|1103.5|0
0|2020-04-09|1059.5|0|44.0|0|3.987313094698686|0|1103.5|0
0|2020-04-10|1059.5|0|44.0|0|3.987313094698686|0|1103.5|0
0|2020-04-11|1059.5|0|44.0|0|3.987313094698686|0|1103.5|0
0|2020-04-12|1059.5|0|44.0|0|3.987313094698686|0|1103.5|0
0|2020-04-13|1059.5|0|44.0|0|3.987313094698686|0|1103.5|0
0|2020-04-14|1059.5|0|44.0|0|3.987313094698686|0|1103.5|0
0|2020-04-15|1059.5|0|44.0|0|3.987313094698686|0|1103.5|0
0|2020-04-16|1059.5|0|44.0|0|3.987313094698686|0|1103.5|0
0|2020-04-17|1059.5|0|44.0|0|3.987313094698686|0|1103.5|0
