|dates|Platte_Missouri_UnitedStates.AveragePrecipitationTotal.data|Platte_Missouri_UnitedStates.AveragePrecipitationTotal.missing|Platte_Missouri_UnitedStates.AveragePrecipitation.data|Platte_Missouri_UnitedStates.AveragePrecipitation.missing|Platte_Missouri_UnitedStates.AverageWindDirection.data|Platte_Missouri_UnitedStates.AverageWindDirection.missing|Platte_Missouri_UnitedStates.AverageWindSpeed.data|Platte_Missouri_UnitedStates.AverageWindSpeed.missing
0|2021-10-16|0.0|12|0.0|12|269.375|0|7.0|0
