|dates|St.Louis_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|St.Louis_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|St.Louis_Minnesota_UnitedStates.Male_Total_Population.data|St.Louis_Minnesota_UnitedStates.Male_Total_Population.missing|St.Louis_Minnesota_UnitedStates.Female_Total_Population.data|St.Louis_Minnesota_UnitedStates.Female_Total_Population.missing|St.Louis_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.data|St.Louis_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|38748.0|0|100283.0|0|99471.0|0|38011.0|0
