|dates|Newberry_SouthCarolina_UnitedStates.BLS_EmployedPopulation.data|Newberry_SouthCarolina_UnitedStates.BLS_EmployedPopulation.missing|Newberry_SouthCarolina_UnitedStates.BLS_UnemployedPopulation.data|Newberry_SouthCarolina_UnitedStates.BLS_UnemployedPopulation.missing|Newberry_SouthCarolina_UnitedStates.BLS_UnemploymentRate.data|Newberry_SouthCarolina_UnitedStates.BLS_UnemploymentRate.missing|Newberry_SouthCarolina_UnitedStates.BLS_LaborForcePopulation.data|Newberry_SouthCarolina_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|18487.5|0|540.5|0|2.840550767290309|0|19028.0|0
0|2020-01-02|18487.5|0|540.5|0|2.840550767290309|0|19028.0|0
0|2020-01-03|18487.5|0|540.5|0|2.840550767290309|0|19028.0|0
0|2020-01-04|18487.5|0|540.5|0|2.840550767290309|0|19028.0|0
0|2020-01-05|18487.5|0|540.5|0|2.840550767290309|0|19028.0|0
0|2020-01-06|18487.5|0|540.5|0|2.840550767290309|0|19028.0|0
0|2020-01-07|18487.5|0|540.5|0|2.840550767290309|0|19028.0|0
0|2020-01-08|18487.5|0|540.5|0|2.840550767290309|0|19028.0|0
0|2020-01-09|18487.5|0|540.5|0|2.840550767290309|0|19028.0|0
0|2020-01-10|18487.5|0|540.5|0|2.840550767290309|0|19028.0|0
0|2020-01-11|18487.5|0|540.5|0|2.840550767290309|0|19028.0|0
0|2020-01-12|18487.5|0|540.5|0|2.840550767290309|0|19028.0|0
0|2020-01-13|18487.5|0|540.5|0|2.840550767290309|0|19028.0|0
0|2020-01-14|18487.5|0|540.5|0|2.840550767290309|0|19028.0|0
0|2020-01-15|18487.5|0|540.5|0|2.840550767290309|0|19028.0|0
0|2020-01-16|18487.5|0|540.5|0|2.840550767290309|0|19028.0|0
0|2020-01-17|18487.5|0|540.5|0|2.840550767290309|0|19028.0|0
0|2020-01-18|18487.5|0|540.5|0|2.840550767290309|0|19028.0|0
0|2020-01-19|18487.5|0|540.5|0|2.840550767290309|0|19028.0|0
0|2020-01-20|18487.5|0|540.5|0|2.840550767290309|0|19028.0|0
0|2020-01-21|18487.5|0|540.5|0|2.840550767290309|0|19028.0|0
0|2020-01-22|18487.5|0|540.5|0|2.840550767290309|0|19028.0|0
0|2020-01-23|18487.5|0|540.5|0|2.840550767290309|0|19028.0|0
0|2020-01-24|18487.5|0|540.5|0|2.840550767290309|0|19028.0|0
0|2020-01-25|18487.5|0|540.5|0|2.840550767290309|0|19028.0|0
0|2020-01-26|18487.5|0|540.5|0|2.840550767290309|0|19028.0|0
0|2020-01-27|18487.5|0|540.5|0|2.840550767290309|0|19028.0|0
0|2020-01-28|18487.5|0|540.5|0|2.840550767290309|0|19028.0|0
0|2020-01-29|18487.5|0|540.5|0|2.840550767290309|0|19028.0|0
0|2020-01-30|18487.5|0|540.5|0|2.840550767290309|0|19028.0|0
0|2020-01-31|18487.5|0|540.5|0|2.840550767290309|0|19028.0|0
0|2020-02-01|18676.0|0|536.5|0|2.792452830188679|0|19212.5|0
0|2020-02-02|18676.0|0|536.5|0|2.792452830188679|0|19212.5|0
0|2020-02-03|18676.0|0|536.5|0|2.792452830188679|0|19212.5|0
0|2020-02-04|18676.0|0|536.5|0|2.792452830188679|0|19212.5|0
0|2020-02-05|18676.0|0|536.5|0|2.792452830188679|0|19212.5|0
0|2020-02-06|18676.0|0|536.5|0|2.792452830188679|0|19212.5|0
0|2020-02-07|18676.0|0|536.5|0|2.792452830188679|0|19212.5|0
0|2020-02-08|18676.0|0|536.5|0|2.792452830188679|0|19212.5|0
0|2020-02-09|18676.0|0|536.5|0|2.792452830188679|0|19212.5|0
0|2020-02-10|18676.0|0|536.5|0|2.792452830188679|0|19212.5|0
0|2020-02-11|18676.0|0|536.5|0|2.792452830188679|0|19212.5|0
0|2020-02-12|18676.0|0|536.5|0|2.792452830188679|0|19212.5|0
0|2020-02-13|18676.0|0|536.5|0|2.792452830188679|0|19212.5|0
0|2020-02-14|18676.0|0|536.5|0|2.792452830188679|0|19212.5|0
0|2020-02-15|18676.0|0|536.5|0|2.792452830188679|0|19212.5|0
0|2020-02-16|18676.0|0|536.5|0|2.792452830188679|0|19212.5|0
0|2020-02-17|18676.0|0|536.5|0|2.792452830188679|0|19212.5|0
0|2020-02-18|18676.0|0|536.5|0|2.792452830188679|0|19212.5|0
0|2020-02-19|18676.0|0|536.5|0|2.792452830188679|0|19212.5|0
0|2020-02-20|18676.0|0|536.5|0|2.792452830188679|0|19212.5|0
0|2020-02-21|18676.0|0|536.5|0|2.792452830188679|0|19212.5|0
0|2020-02-22|18676.0|0|536.5|0|2.792452830188679|0|19212.5|0
0|2020-02-23|18676.0|0|536.5|0|2.792452830188679|0|19212.5|0
0|2020-02-24|18676.0|0|536.5|0|2.792452830188679|0|19212.5|0
0|2020-02-25|18676.0|0|536.5|0|2.792452830188679|0|19212.5|0
0|2020-02-26|18676.0|0|536.5|0|2.792452830188679|0|19212.5|0
0|2020-02-27|18676.0|0|536.5|0|2.792452830188679|0|19212.5|0
0|2020-02-28|18676.0|0|536.5|0|2.792452830188679|0|19212.5|0
0|2020-02-29|18676.0|0|536.5|0|2.792452830188679|0|19212.5|0
0|2020-03-01|18324.5|0|536.5|0|2.844493929272043|0|18861.0|0
0|2020-03-02|18324.5|0|536.5|0|2.844493929272043|0|18861.0|0
0|2020-03-03|18324.5|0|536.5|0|2.844493929272043|0|18861.0|0
0|2020-03-04|18324.5|0|536.5|0|2.844493929272043|0|18861.0|0
0|2020-03-05|18324.5|0|536.5|0|2.844493929272043|0|18861.0|0
0|2020-03-06|18324.5|0|536.5|0|2.844493929272043|0|18861.0|0
0|2020-03-07|18324.5|0|536.5|0|2.844493929272043|0|18861.0|0
0|2020-03-08|18324.5|0|536.5|0|2.844493929272043|0|18861.0|0
0|2020-03-09|18324.5|0|536.5|0|2.844493929272043|0|18861.0|0
0|2020-03-10|18324.5|0|536.5|0|2.844493929272043|0|18861.0|0
0|2020-03-11|18324.5|0|536.5|0|2.844493929272043|0|18861.0|0
0|2020-03-12|18324.5|0|536.5|0|2.844493929272043|0|18861.0|0
0|2020-03-13|18324.5|0|536.5|0|2.844493929272043|0|18861.0|0
0|2020-03-14|18324.5|0|536.5|0|2.844493929272043|0|18861.0|0
0|2020-03-15|18324.5|0|536.5|0|2.844493929272043|0|18861.0|0
0|2020-03-16|18324.5|0|536.5|0|2.844493929272043|0|18861.0|0
0|2020-03-17|18324.5|0|536.5|0|2.844493929272043|0|18861.0|0
0|2020-03-18|18324.5|0|536.5|0|2.844493929272043|0|18861.0|0
0|2020-03-19|18324.5|0|536.5|0|2.844493929272043|0|18861.0|0
0|2020-03-20|18324.5|0|536.5|0|2.844493929272043|0|18861.0|0
0|2020-03-21|18324.5|0|536.5|0|2.844493929272043|0|18861.0|0
0|2020-03-22|18324.5|0|536.5|0|2.844493929272043|0|18861.0|0
0|2020-03-23|18324.5|0|536.5|0|2.844493929272043|0|18861.0|0
0|2020-03-24|18324.5|0|536.5|0|2.844493929272043|0|18861.0|0
0|2020-03-25|18324.5|0|536.5|0|2.844493929272043|0|18861.0|0
0|2020-03-26|18324.5|0|536.5|0|2.844493929272043|0|18861.0|0
0|2020-03-27|18324.5|0|536.5|0|2.844493929272043|0|18861.0|0
0|2020-03-28|18324.5|0|536.5|0|2.844493929272043|0|18861.0|0
0|2020-03-29|18324.5|0|536.5|0|2.844493929272043|0|18861.0|0
0|2020-03-30|18324.5|0|536.5|0|2.844493929272043|0|18861.0|0
0|2020-03-31|18324.5|0|536.5|0|2.844493929272043|0|18861.0|0
0|2020-04-01|17057.5|0|1547.0|0|8.315192560939558|0|18604.5|0
0|2020-04-02|17057.5|0|1547.0|0|8.315192560939558|0|18604.5|0
0|2020-04-03|17057.5|0|1547.0|0|8.315192560939558|0|18604.5|0
0|2020-04-04|17057.5|0|1547.0|0|8.315192560939558|0|18604.5|0
0|2020-04-05|17057.5|0|1547.0|0|8.315192560939558|0|18604.5|0
0|2020-04-06|17057.5|0|1547.0|0|8.315192560939558|0|18604.5|0
0|2020-04-07|17057.5|0|1547.0|0|8.315192560939558|0|18604.5|0
0|2020-04-08|17057.5|0|1547.0|0|8.315192560939558|0|18604.5|0
0|2020-04-09|17057.5|0|1547.0|0|8.315192560939558|0|18604.5|0
0|2020-04-10|17057.5|0|1547.0|0|8.315192560939558|0|18604.5|0
0|2020-04-11|17057.5|0|1547.0|0|8.315192560939558|0|18604.5|0
0|2020-04-12|17057.5|0|1547.0|0|8.315192560939558|0|18604.5|0
0|2020-04-13|17057.5|0|1547.0|0|8.315192560939558|0|18604.5|0
0|2020-04-14|17057.5|0|1547.0|0|8.315192560939558|0|18604.5|0
0|2020-04-15|17057.5|0|1547.0|0|8.315192560939558|0|18604.5|0
0|2020-04-16|17057.5|0|1547.0|0|8.315192560939558|0|18604.5|0
0|2020-04-17|17057.5|0|1547.0|0|8.315192560939558|0|18604.5|0
0|2020-04-18|17057.5|0|1547.0|0|8.315192560939558|0|18604.5|0
0|2020-04-19|17057.5|0|1547.0|0|8.315192560939558|0|18604.5|0
0|2020-04-20|17057.5|0|1547.0|0|8.315192560939558|0|18604.5|0
0|2020-04-21|17057.5|0|1547.0|0|8.315192560939558|0|18604.5|0
0|2020-04-22|17057.5|0|1547.0|0|8.315192560939558|0|18604.5|0
0|2020-04-23|17057.5|0|1547.0|0|8.315192560939558|0|18604.5|0
0|2020-04-24|17057.5|0|1547.0|0|8.315192560939558|0|18604.5|0
0|2020-04-25|17057.5|0|1547.0|0|8.315192560939558|0|18604.5|0
0|2020-04-26|17057.5|0|1547.0|0|8.315192560939558|0|18604.5|0
0|2020-04-27|17057.5|0|1547.0|0|8.315192560939558|0|18604.5|0
0|2020-04-28|17057.5|0|1547.0|0|8.315192560939558|0|18604.5|0
0|2020-04-29|17057.5|0|1547.0|0|8.315192560939558|0|18604.5|0
0|2020-04-30|17057.5|0|1547.0|0|8.315192560939558|0|18604.5|0
0|2020-05-01|17753.0|0|1517.0|0|7.872340425531915|0|19270.0|0
0|2020-05-02|17753.0|0|1517.0|0|7.872340425531915|0|19270.0|0
0|2020-05-03|17753.0|0|1517.0|0|7.872340425531915|0|19270.0|0
0|2020-05-04|17753.0|0|1517.0|0|7.872340425531915|0|19270.0|0
0|2020-05-05|17753.0|0|1517.0|0|7.872340425531915|0|19270.0|0
0|2020-05-06|17753.0|0|1517.0|0|7.872340425531915|0|19270.0|0
0|2020-05-07|17753.0|0|1517.0|0|7.872340425531915|0|19270.0|0
0|2020-05-08|17753.0|0|1517.0|0|7.872340425531915|0|19270.0|0
0|2020-05-09|17753.0|0|1517.0|0|7.872340425531915|0|19270.0|0
0|2020-05-10|17753.0|0|1517.0|0|7.872340425531915|0|19270.0|0
0|2020-05-11|17753.0|0|1517.0|0|7.872340425531915|0|19270.0|0
0|2020-05-12|17753.0|0|1517.0|0|7.872340425531915|0|19270.0|0
0|2020-05-13|17753.0|0|1517.0|0|7.872340425531915|0|19270.0|0
0|2020-05-14|17753.0|0|1517.0|0|7.872340425531915|0|19270.0|0
0|2020-05-15|17753.0|0|1517.0|0|7.872340425531915|0|19270.0|0
0|2020-05-16|17753.0|0|1517.0|0|7.872340425531915|0|19270.0|0
0|2020-05-17|17753.0|0|1517.0|0|7.872340425531915|0|19270.0|0
0|2020-05-18|17753.0|0|1517.0|0|7.872340425531915|0|19270.0|0
0|2020-05-19|17753.0|0|1517.0|0|7.872340425531915|0|19270.0|0
0|2020-05-20|17753.0|0|1517.0|0|7.872340425531915|0|19270.0|0
0|2020-05-21|17753.0|0|1517.0|0|7.872340425531915|0|19270.0|0
0|2020-05-22|17753.0|0|1517.0|0|7.872340425531915|0|19270.0|0
0|2020-05-23|17753.0|0|1517.0|0|7.872340425531915|0|19270.0|0
0|2020-05-24|17753.0|0|1517.0|0|7.872340425531915|0|19270.0|0
0|2020-05-25|17753.0|0|1517.0|0|7.872340425531915|0|19270.0|0
0|2020-05-26|17753.0|0|1517.0|0|7.872340425531915|0|19270.0|0
0|2020-05-27|17753.0|0|1517.0|0|7.872340425531915|0|19270.0|0
0|2020-05-28|17753.0|0|1517.0|0|7.872340425531915|0|19270.0|0
0|2020-05-29|17753.0|0|1517.0|0|7.872340425531915|0|19270.0|0
0|2020-05-30|17753.0|0|1517.0|0|7.872340425531915|0|19270.0|0
0|2020-05-31|17753.0|0|1517.0|0|7.872340425531915|0|19270.0|0
0|2020-06-01|18271.0|0|1123.0|0|5.790450654841703|0|19394.0|0
0|2020-06-02|18271.0|0|1123.0|0|5.790450654841703|0|19394.0|0
0|2020-06-03|18271.0|0|1123.0|0|5.790450654841703|0|19394.0|0
0|2020-06-04|18271.0|0|1123.0|0|5.790450654841703|0|19394.0|0
0|2020-06-05|18271.0|0|1123.0|0|5.790450654841703|0|19394.0|0
0|2020-06-06|18271.0|0|1123.0|0|5.790450654841703|0|19394.0|0
0|2020-06-07|18271.0|0|1123.0|0|5.790450654841703|0|19394.0|0
0|2020-06-08|18271.0|0|1123.0|0|5.790450654841703|0|19394.0|0
0|2020-06-09|18271.0|0|1123.0|0|5.790450654841703|0|19394.0|0
0|2020-06-10|18271.0|0|1123.0|0|5.790450654841703|0|19394.0|0
0|2020-06-11|18271.0|0|1123.0|0|5.790450654841703|0|19394.0|0
0|2020-06-12|18271.0|0|1123.0|0|5.790450654841703|0|19394.0|0
0|2020-06-13|18271.0|0|1123.0|0|5.790450654841703|0|19394.0|0
0|2020-06-14|18271.0|0|1123.0|0|5.790450654841703|0|19394.0|0
0|2020-06-15|18271.0|0|1123.0|0|5.790450654841703|0|19394.0|0
0|2020-06-16|18271.0|0|1123.0|0|5.790450654841703|0|19394.0|0
0|2020-06-17|18271.0|0|1123.0|0|5.790450654841703|0|19394.0|0
0|2020-06-18|18271.0|0|1123.0|0|5.790450654841703|0|19394.0|0
0|2020-06-19|18271.0|0|1123.0|0|5.790450654841703|0|19394.0|0
0|2020-06-20|18271.0|0|1123.0|0|5.790450654841703|0|19394.0|0
0|2020-06-21|18271.0|0|1123.0|0|5.790450654841703|0|19394.0|0
0|2020-06-22|18271.0|0|1123.0|0|5.790450654841703|0|19394.0|0
0|2020-06-23|18271.0|0|1123.0|0|5.790450654841703|0|19394.0|0
0|2020-06-24|18271.0|0|1123.0|0|5.790450654841703|0|19394.0|0
0|2020-06-25|18271.0|0|1123.0|0|5.790450654841703|0|19394.0|0
0|2020-06-26|18271.0|0|1123.0|0|5.790450654841703|0|19394.0|0
0|2020-06-27|18271.0|0|1123.0|0|5.790450654841703|0|19394.0|0
