|dates|Highland_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Highland_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Highland_Ohio_UnitedStates.Male_Total_Population.data|Highland_Ohio_UnitedStates.Male_Total_Population.missing|Highland_Ohio_UnitedStates.Female_Total_Population.data|Highland_Ohio_UnitedStates.Female_Total_Population.missing|Highland_Ohio_UnitedStates.MaleAndFemale_Under18_Population.data|Highland_Ohio_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|7955.0|0|21138.0|0|21920.0|0|10269.0|0
