|dates|Blaine_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Blaine_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Blaine_Nebraska_UnitedStates.Male_Total_Population.data|Blaine_Nebraska_UnitedStates.Male_Total_Population.missing|Blaine_Nebraska_UnitedStates.Female_Total_Population.data|Blaine_Nebraska_UnitedStates.Female_Total_Population.missing|Blaine_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.data|Blaine_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|121.0|0|240.0|0|236.0|0|91.0|0
