|dates|Washington_Vermont_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Washington_Vermont_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Washington_Vermont_UnitedStates.Male_Total_Population.data|Washington_Vermont_UnitedStates.Male_Total_Population.missing|Washington_Vermont_UnitedStates.Female_Total_Population.data|Washington_Vermont_UnitedStates.Female_Total_Population.missing|Washington_Vermont_UnitedStates.MaleAndFemale_Under18_Population.data|Washington_Vermont_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|11411.0|0|28773.0|0|29367.0|0|10926.0|0
