|dates|Cache_Utah_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Cache_Utah_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Cache_Utah_UnitedStates.Male_Total_Population.data|Cache_Utah_UnitedStates.Male_Total_Population.missing|Cache_Utah_UnitedStates.Female_Total_Population.data|Cache_Utah_UnitedStates.Female_Total_Population.missing|Cache_Utah_UnitedStates.MaleAndFemale_Under18_Population.data|Cache_Utah_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|12009.0|0|63667.0|0|63401.0|0|38511.0|0
