|dates|Island_Washington_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Island_Washington_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Island_Washington_UnitedStates.Male_Total_Population.data|Island_Washington_UnitedStates.Male_Total_Population.missing|Island_Washington_UnitedStates.Female_Total_Population.data|Island_Washington_UnitedStates.Female_Total_Population.missing|Island_Washington_UnitedStates.MaleAndFemale_Under18_Population.data|Island_Washington_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|20763.0|0|42115.0|0|42345.0|0|15319.0|0
