|dates|Floyd_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Floyd_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Floyd_Iowa_UnitedStates.Male_Total_Population.data|Floyd_Iowa_UnitedStates.Male_Total_Population.missing|Floyd_Iowa_UnitedStates.Female_Total_Population.data|Floyd_Iowa_UnitedStates.Female_Total_Population.missing|Floyd_Iowa_UnitedStates.MaleAndFemale_Under18_Population.data|Floyd_Iowa_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3437.0|0|7793.0|0|7968.0|0|3640.0|0
