|dates|Hendry_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Hendry_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Hendry_Florida_UnitedStates.Male_Total_Population.data|Hendry_Florida_UnitedStates.Male_Total_Population.missing|Hendry_Florida_UnitedStates.Female_Total_Population.data|Hendry_Florida_UnitedStates.Female_Total_Population.missing|Hendry_Florida_UnitedStates.MaleAndFemale_Under18_Population.data|Hendry_Florida_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5712.0|0|22163.0|0|19393.0|0|10964.0|0
