|dates|Lake_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Lake_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Lake_Florida_UnitedStates.Male_Total_Population.data|Lake_Florida_UnitedStates.Male_Total_Population.missing|Lake_Florida_UnitedStates.Female_Total_Population.data|Lake_Florida_UnitedStates.Female_Total_Population.missing|Lake_Florida_UnitedStates.MaleAndFemale_Under18_Population.data|Lake_Florida_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|95109.0|0|172515.0|0|183980.0|0|68268.0|0
