|dates|Nevada_California_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Nevada_California_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Nevada_California_UnitedStates.Male_Total_Population.data|Nevada_California_UnitedStates.Male_Total_Population.missing|Nevada_California_UnitedStates.Female_Total_Population.data|Nevada_California_UnitedStates.Female_Total_Population.missing|Nevada_California_UnitedStates.MaleAndFemale_Under18_Population.data|Nevada_California_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|27380.0|0|48920.0|0|50776.0|0|17071.0|0
