|dates|McNairy_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.data|McNairy_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|McNairy_Tennessee_UnitedStates.Male_Total_Population.data|McNairy_Tennessee_UnitedStates.Male_Total_Population.missing|McNairy_Tennessee_UnitedStates.Female_Total_Population.data|McNairy_Tennessee_UnitedStates.Female_Total_Population.missing|McNairy_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.data|McNairy_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5370.0|0|12692.0|0|13140.0|0|5636.0|0
