|dates|Calhoun_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Calhoun_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Calhoun_Florida_UnitedStates.Male_Total_Population.data|Calhoun_Florida_UnitedStates.Male_Total_Population.missing|Calhoun_Florida_UnitedStates.Female_Total_Population.data|Calhoun_Florida_UnitedStates.Female_Total_Population.missing|Calhoun_Florida_UnitedStates.MaleAndFemale_Under18_Population.data|Calhoun_Florida_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2631.0|0|7962.0|0|6625.0|0|2924.0|0
