|dates|Oscoda_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Oscoda_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Oscoda_Michigan_UnitedStates.Male_Total_Population.data|Oscoda_Michigan_UnitedStates.Male_Total_Population.missing|Oscoda_Michigan_UnitedStates.Female_Total_Population.data|Oscoda_Michigan_UnitedStates.Female_Total_Population.missing|Oscoda_Michigan_UnitedStates.MaleAndFemale_Under18_Population.data|Oscoda_Michigan_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2252.0|0|4242.0|0|4034.0|0|1610.0|0
