|dates|Humboldt_California_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Humboldt_California_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Humboldt_California_UnitedStates.Male_Total_Population.data|Humboldt_California_UnitedStates.Male_Total_Population.missing|Humboldt_California_UnitedStates.Female_Total_Population.data|Humboldt_California_UnitedStates.Female_Total_Population.missing|Humboldt_California_UnitedStates.MaleAndFemale_Under18_Population.data|Humboldt_California_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|24380.0|0|67913.0|0|68460.0|0|26184.0|0
