|dates|Stark_Illinois_UnitedStates.JHU_ConfirmedCases.data|Stark_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Stark_Illinois_UnitedStates.NYT_ConfirmedCases.data|Stark_Illinois_UnitedStates.NYT_ConfirmedCases.missing|Stark_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Stark_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Stark_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Stark_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|729.0|0|0.0|100|26.0|0|0.0|100
